2015,mm,dd,HH,SEK/kWh,C,COP
1492,3,4,4,0.6,-0.4,4.5767999999999995
1493,3,4,5,0.61,0.2,4.611599999999999
1494,3,4,6,0.83,-0.6,4.5652
1495,3,4,7,0.84,-1.1,4.5362
1496,3,4,8,0.86,0.3,4.6174
1497,3,4,9,0.87,1.0,4.6579999999999995
1498,3,4,10,0.86,1.8,4.7044
1499,3,4,11,0.84,3.1,4.7798
1500,3,4,12,0.84,3.3,4.791399999999999
1501,3,4,13,0.84,4.2,4.8435999999999995
1502,3,4,14,0.84,4.1,4.8378
1503,3,4,15,0.84,4.8,4.878399999999999
1504,3,4,16,0.84,4.7,4.872599999999999
1505,3,4,17,0.84,4.0,4.832
1506,3,4,18,0.85,2.3,4.7334
1507,3,4,19,0.86,1.4,4.6812
1508,3,4,20,0.85,0.2,4.611599999999999
1509,3,4,21,0.84,-0.7,4.559399999999999
1510,3,4,22,0.84,-1.5,4.513
1511,3,4,23,0.62,-0.4,4.5767999999999995
1512,3,4,24,0.62,-0.3,4.582599999999999
1513,3,5,1,0.61,-0.8,4.553599999999999
1514,3,5,2,0.61,-0.7,4.559399999999999
1515,3,5,3,0.6,-1.4,4.5188
1516,3,5,4,0.6,-1.3,4.5245999999999995
1517,3,5,5,0.61,-2.5,4.455
1518,3,5,6,0.83,-3.4,4.4028
1519,3,5,7,0.84,-3.6,4.3911999999999995
1520,3,5,8,0.86,-3.3,4.4086
1521,3,5,9,0.94,0.2,4.611599999999999
1522,3,5,10,0.93,1.5,4.686999999999999
1523,3,5,11,0.87,2.6,4.7508
1524,3,5,12,0.87,3.6,4.8088
1525,3,5,13,0.86,4.8,4.878399999999999
1526,3,5,14,0.85,5.3,4.9074
1527,3,5,15,0.86,5.8,4.9364
1528,3,5,16,0.86,5.9,4.9422
1529,3,5,17,0.85,4.5,4.861
1530,3,5,18,1.02,2.9,4.768199999999999
1531,3,5,19,1.06,1.0,4.6579999999999995
1532,3,5,20,0.98,1.4,4.6812
1533,3,5,21,0.84,1.2,4.6696
1534,3,5,22,0.84,2.2,4.7276
1535,3,5,23,0.62,2.4,4.739199999999999
1536,3,5,24,0.62,2.6,4.7508
1537,3,6,1,0.61,2.9,4.768199999999999
1538,3,6,2,0.61,3.0,4.774
1539,3,6,3,0.6,2.7,4.7566
1540,3,6,4,0.6,2.9,4.768199999999999
1541,3,6,5,0.61,3.3,4.791399999999999
1542,3,6,6,0.83,3.6,4.8088
1543,3,6,7,0.84,3.5,4.803
1544,3,6,8,0.85,4.1,4.8378
1545,3,6,9,0.98,5.4,4.9132
1546,3,6,10,0.98,5.6,4.924799999999999
1547,3,6,11,0.89,5.4,4.9132
1548,3,6,12,0.87,5.8,4.9364
1549,3,6,13,0.84,6.5,4.976999999999999
1550,3,6,14,0.84,7.0,5.005999999999999
1551,3,6,15,0.84,7.2,5.0176
1552,3,6,16,0.84,7.3,5.0234
1553,3,6,17,0.84,6.0,4.9479999999999995
1554,3,6,18,0.85,5.3,4.9074
1555,3,6,19,0.89,1.7,4.6986
1556,3,6,20,0.84,2.1,4.7218
1557,3,6,21,0.83,2.9,4.768199999999999
1558,3,6,22,0.83,0.8,4.6464
1559,3,6,23,0.62,0.6,4.634799999999999
1560,3,6,24,0.61,0.6,4.634799999999999
1561,3,7,1,0.6,1.5,4.686999999999999
1562,3,7,2,0.59,1.8,4.7044
1563,3,7,3,0.58,2.3,4.7334
1564,3,7,4,0.58,4.0,4.832
1565,3,7,5,0.58,3.9,4.8262
1566,3,7,6,0.58,4.7,4.872599999999999
1567,3,7,7,0.58,5.2,4.901599999999999
1568,3,7,8,0.58,4.8,4.878399999999999
1569,3,7,9,0.58,5.2,4.901599999999999
1570,3,7,10,0.59,5.4,4.9132
1571,3,7,11,0.59,5.6,4.924799999999999
1572,3,7,12,0.59,6.0,4.9479999999999995
1573,3,7,13,0.59,6.8,4.9944
1574,3,7,14,0.58,7.6,5.0408
1575,3,7,15,0.58,7.2,5.0176
1576,3,7,16,0.58,7.2,5.0176
1577,3,7,17,0.59,7.1,5.0118
1578,3,7,18,0.6,7.0,5.005999999999999
1579,3,7,19,0.6,6.9,5.0001999999999995
1580,3,7,20,0.6,6.8,4.9944
1581,3,7,21,0.59,6.8,4.9944
1582,3,7,22,0.59,6.7,4.9886
1583,3,7,23,0.58,7.0,5.005999999999999
1584,3,7,24,0.58,7.5,5.034999999999999
1585,3,8,1,0.57,7.7,5.0466
1586,3,8,2,0.55,7.6,5.0408
1587,3,8,3,0.54,7.7,5.0466
1588,3,8,4,0.54,7.9,5.058199999999999
1589,3,8,5,0.55,8.5,5.093
1590,3,8,6,0.55,9.7,5.162599999999999
1591,3,8,7,0.55,9.2,5.1335999999999995
1592,3,8,8,0.56,9.6,5.1568
1593,3,8,9,0.57,10.2,5.191599999999999
1594,3,8,10,0.58,11.3,5.2554
1595,3,8,11,0.58,13.0,5.353999999999999
1596,3,8,12,0.58,14.5,5.441
1597,3,8,13,0.58,14.8,5.458399999999999
1598,3,8,14,0.58,15.0,5.47
1599,3,8,15,0.58,14.3,5.429399999999999
1600,3,8,16,0.58,12.5,5.324999999999999
1601,3,8,17,0.58,9.6,5.1568
1602,3,8,18,0.61,8.7,5.1046
1603,3,8,19,0.61,8.4,5.087199999999999
1604,3,8,20,0.61,7.7,5.0466
1605,3,8,21,0.61,7.6,5.0408
1606,3,8,22,0.61,7.8,5.0524
1607,3,8,23,0.6,7.9,5.058199999999999
1608,3,8,24,0.59,7.9,5.058199999999999
1609,3,9,1,0.59,7.7,5.0466
1610,3,9,2,0.59,7.4,5.0291999999999994
1611,3,9,3,0.59,7.0,5.005999999999999
1612,3,9,4,0.59,7.1,5.0118
1613,3,9,5,0.6,6.7,4.9886
1614,3,9,6,0.82,5.2,4.901599999999999
1615,3,9,7,0.83,5.0,4.89
1616,3,9,8,0.84,4.5,4.861
1617,3,9,9,0.84,5.1,4.8957999999999995
1618,3,9,10,0.84,6.3,4.9654
1619,3,9,11,0.84,7.3,5.0234
1620,3,9,12,0.83,7.9,5.058199999999999
1621,3,9,13,0.83,8.7,5.1046
1622,3,9,14,0.83,9.1,5.1278
1623,3,9,15,0.83,9.1,5.1278
1624,3,9,16,0.83,8.9,5.116199999999999
1625,3,9,17,0.83,8.5,5.093
1626,3,9,18,0.84,6.4,4.9712
1627,3,9,19,0.88,4.1,4.8378
1628,3,9,20,0.84,2.7,4.7566
1629,3,9,21,0.83,3.1,4.7798
1630,3,9,22,0.83,2.7,4.7566
1631,3,9,23,0.61,2.9,4.768199999999999
1632,3,9,24,0.6,2.3,4.7334
1633,3,10,1,0.6,2.2,4.7276
1634,3,10,2,0.59,2.7,4.7566
1635,3,10,3,0.58,2.9,4.768199999999999
1636,3,10,4,0.58,3.8,4.820399999999999
1637,3,10,5,0.59,4.9,4.8842
1638,3,10,6,0.81,5.0,4.89
1639,3,10,7,0.82,5.0,4.89
1640,3,10,8,0.83,6.1,4.953799999999999
1641,3,10,9,0.83,6.0,4.9479999999999995
1642,3,10,10,0.83,7.5,5.034999999999999
1643,3,10,11,0.83,8.6,5.0988
1644,3,10,12,0.83,8.8,5.110399999999999
1645,3,10,13,0.82,9.1,5.1278
1646,3,10,14,0.82,9.5,5.151
1647,3,10,15,0.82,9.6,5.1568
1648,3,10,16,0.82,8.9,5.116199999999999
1649,3,10,17,0.82,8.3,5.0813999999999995
1650,3,10,18,0.83,7.0,5.005999999999999
1651,3,10,19,0.83,6.4,4.9712
1652,3,10,20,0.83,5.9,4.9422
1653,3,10,21,0.83,5.6,4.924799999999999
1654,3,10,22,0.82,5.1,4.8957999999999995
1655,3,10,23,0.6,4.6,4.8668
1656,3,10,24,0.59,4.2,4.8435999999999995
1657,3,11,1,0.58,3.7,4.8145999999999995
1658,3,11,2,0.58,3.7,4.8145999999999995
1659,3,11,3,0.57,3.2,4.7856
1660,3,11,4,0.58,2.4,4.739199999999999
1661,3,11,5,0.59,2.1,4.7218
1662,3,11,6,0.81,3.9,4.8262
1663,3,11,7,0.82,4.0,4.832
1664,3,11,8,0.83,4.8,4.878399999999999
1665,3,11,9,0.84,5.6,4.924799999999999
1666,3,11,10,0.84,6.4,4.9712
1667,3,11,11,0.84,7.1,5.0118
1668,3,11,12,0.84,7.6,5.0408
1669,3,11,13,0.83,8.1,5.0698
1670,3,11,14,0.83,8.4,5.087199999999999
1671,3,11,15,0.83,8.8,5.110399999999999
1672,3,11,16,0.84,8.6,5.0988
1673,3,11,17,0.84,8.0,5.064
1674,3,11,18,0.86,4.4,4.8552
1675,3,11,19,1.07,5.1,4.8957999999999995
1676,3,11,20,0.98,1.6,4.6928
1677,3,11,21,0.88,-0.7,4.559399999999999
1678,3,11,22,0.84,-0.8,4.553599999999999
1679,3,11,23,0.62,-2.1,4.478199999999999
1680,3,11,24,0.62,-2.2,4.4723999999999995
1681,3,12,1,0.61,-3.5,4.396999999999999
1682,3,12,2,0.61,-0.4,4.5767999999999995
1683,3,12,3,0.61,-4.3,4.3506
1684,3,12,4,0.61,-5.2,4.2984
1685,3,12,5,0.61,-5.5,4.281
1686,3,12,6,0.84,-5.5,4.281
1687,3,12,7,0.93,-5.4,4.2867999999999995
1688,3,12,8,1.09,-3.4,4.4028
1689,3,12,9,1.12,0.5,4.629
1690,3,12,10,1.02,3.7,4.8145999999999995
1691,3,12,11,0.99,4.8,4.878399999999999
1692,3,12,12,0.97,6.8,4.9944
1693,3,12,13,0.9,7.4,5.0291999999999994
1694,3,12,14,0.87,8.2,5.0756
1695,3,12,15,0.85,7.8,5.0524
1696,3,12,16,0.85,7.9,5.058199999999999
1697,3,12,17,0.85,6.9,5.0001999999999995
1698,3,12,18,0.89,6.6,4.982799999999999
1699,3,12,19,0.98,4.6,4.8668
1700,3,12,20,0.97,2.5,4.744999999999999
1701,3,12,21,0.84,0.4,4.6232
1702,3,12,22,0.83,-0.6,4.5652
1703,3,12,23,0.61,-0.5,4.571
1704,3,12,24,0.61,-3.6,4.3911999999999995
1705,3,13,1,0.6,-2.9,4.4318
1706,3,13,2,0.6,-4.6,4.3332
1707,3,13,3,0.6,-2.8,4.4376
1708,3,13,4,0.6,-3.5,4.396999999999999
1709,3,13,5,0.6,-3.3,4.4086
1710,3,13,6,0.82,-3.3,4.4086
1711,3,13,7,0.83,-2.6,4.449199999999999
1712,3,13,8,0.87,-1.8,4.4956
1713,3,13,9,0.97,-1.1,4.5362
1714,3,13,10,0.88,-1.0,4.542
1715,3,13,11,0.84,-0.8,4.553599999999999
1716,3,13,12,0.83,2.4,4.739199999999999
1717,3,13,13,0.83,3.7,4.8145999999999995
1718,3,13,14,0.82,4.7,4.872599999999999
1719,3,13,15,0.82,6.0,4.9479999999999995
1720,3,13,16,0.82,5.4,4.9132
1721,3,13,17,0.82,4.6,4.8668
1722,3,13,18,0.82,3.2,4.7856
1723,3,13,19,0.83,1.8,4.7044
1724,3,13,20,0.83,0.9,4.6522
1725,3,13,21,0.83,-0.1,4.5942
1726,3,13,22,0.82,-1.7,4.501399999999999
1727,3,13,23,0.61,-3.5,4.396999999999999
1728,3,13,24,0.61,-3.0,4.425999999999999
1729,3,14,1,0.6,-4.2,4.3564
1730,3,14,2,0.6,-4.0,4.367999999999999
1731,3,14,3,0.6,-2.2,4.4723999999999995
1732,3,14,4,0.6,-3.5,4.396999999999999
1733,3,14,5,0.6,-4.4,4.344799999999999
1734,3,14,6,0.6,-3.7,4.3854
1735,3,14,7,0.6,-2.8,4.4376
1736,3,14,8,0.61,-1.5,4.513
1737,3,14,9,0.61,-0.1,4.5942
1738,3,14,10,0.61,1.9,4.7101999999999995
1739,3,14,11,0.61,3.8,4.820399999999999
1740,3,14,12,0.61,5.7,4.9306
1741,3,14,13,0.6,6.4,4.9712
1742,3,14,14,0.6,6.8,4.9944
1743,3,14,15,0.6,7.1,5.0118
1744,3,14,16,0.6,6.8,4.9944
1745,3,14,17,0.6,6.2,4.9596
1746,3,14,18,0.61,4.2,4.8435999999999995
1747,3,14,19,0.61,2.8,4.7623999999999995
1748,3,14,20,0.61,2.0,4.715999999999999
1749,3,14,21,0.61,0.5,4.629
1750,3,14,22,0.61,0.9,4.6522
1751,3,14,23,0.6,0.1,4.6057999999999995
1752,3,14,24,0.6,-0.2,4.5884
1753,3,15,1,0.6,-0.4,4.5767999999999995
1754,3,15,2,0.6,-1.0,4.542
1755,3,15,3,0.6,-1.2,4.530399999999999
1756,3,15,4,0.6,-0.7,4.559399999999999
1757,3,15,5,0.6,-1.5,4.513
1758,3,15,6,0.6,-2.3,4.4666
1759,3,15,7,0.6,-1.7,4.501399999999999
1760,3,15,8,0.6,-0.4,4.5767999999999995
1761,3,15,9,0.6,1.3,4.6754
1762,3,15,10,0.61,2.7,4.7566
1763,3,15,11,0.61,4.7,4.872599999999999
1764,3,15,12,0.6,6.9,5.0001999999999995
1765,3,15,13,0.6,8.2,5.0756
1766,3,15,14,0.6,8.7,5.1046
1767,3,15,15,0.59,8.7,5.1046
1768,3,15,16,0.59,8.0,5.064
1769,3,15,17,0.6,7.3,5.0234
1770,3,15,18,0.61,5.2,4.901599999999999
1771,3,15,19,0.61,3.9,4.8262
1772,3,15,20,0.61,2.6,4.7508
1773,3,15,21,0.61,1.6,4.6928
1774,3,15,22,0.61,0.7,4.6406
1775,3,15,23,0.6,-0.5,4.571
1776,3,15,24,0.59,-1.3,4.5245999999999995
1777,3,16,1,0.59,-1.8,4.4956
1778,3,16,2,0.59,-1.0,4.542
1779,3,16,3,0.58,-1.9,4.4898
1780,3,16,4,0.58,-2.6,4.449199999999999
1781,3,16,5,0.59,-2.3,4.4666
1782,3,16,6,0.82,-2.7,4.4434
1783,3,16,7,0.82,-0.6,4.5652
1784,3,16,8,0.83,-0.2,4.5884
1785,3,16,9,0.84,0.8,4.6464
1786,3,16,10,0.83,2.2,4.7276
1787,3,16,11,0.83,4.6,4.8668
1788,3,16,12,0.82,8.3,5.0813999999999995
1789,3,16,13,0.82,9.5,5.151
1790,3,16,14,0.82,9.8,5.1684
1791,3,16,15,0.82,9.3,5.1394
1792,3,16,16,0.82,9.1,5.1278
1793,3,16,17,0.82,7.8,5.0524
1794,3,16,18,0.82,6.8,4.9944
1795,3,16,19,0.83,5.2,4.901599999999999
1796,3,16,20,0.83,4.1,4.8378
1797,3,16,21,0.82,2.8,4.7623999999999995
1798,3,16,22,0.82,1.9,4.7101999999999995
1799,3,16,23,0.61,0.9,4.6522
1800,3,16,24,0.6,-0.2,4.5884
1801,3,17,1,0.59,-0.3,4.582599999999999
1802,3,17,2,0.59,0.3,4.6174
1803,3,17,3,0.58,0.3,4.6174
1804,3,17,4,0.59,-0.2,4.5884
1805,3,17,5,0.6,-0.7,4.559399999999999
1806,3,17,6,0.82,-0.6,4.5652
1807,3,17,7,0.82,-1.9,4.4898
1808,3,17,8,0.84,1.3,4.6754
1809,3,17,9,0.85,3.0,4.774
1810,3,17,10,0.84,5.6,4.924799999999999
1811,3,17,11,0.84,7.9,5.058199999999999
1812,3,17,12,0.83,9.7,5.162599999999999
1813,3,17,13,0.83,11.1,5.243799999999999
1814,3,17,14,0.82,11.8,5.2844
1815,3,17,15,0.82,11.6,5.2728
1816,3,17,16,0.82,10.9,5.2322
1817,3,17,17,0.83,9.5,5.151
1818,3,17,18,0.83,7.5,5.034999999999999
1819,3,17,19,0.85,5.6,4.924799999999999
1820,3,17,20,0.85,3.9,4.8262
1821,3,17,21,0.83,2.8,4.7623999999999995
1822,3,17,22,0.83,2.2,4.7276
1823,3,17,23,0.61,1.5,4.686999999999999
1824,3,17,24,0.6,1.0,4.6579999999999995
1825,3,18,1,0.6,0.6,4.634799999999999
1826,3,18,2,0.6,-0.5,4.571
1827,3,18,3,0.6,-0.8,4.553599999999999
1828,3,18,4,0.6,-2.3,4.4666
1829,3,18,5,0.61,-3.6,4.3911999999999995
1830,3,18,6,0.83,-3.0,4.425999999999999
1831,3,18,7,0.85,-2.5,4.455
1832,3,18,8,0.87,0.6,4.634799999999999
1833,3,18,9,0.95,4.3,4.849399999999999
1834,3,18,10,0.88,6.7,4.9886
1835,3,18,11,0.86,8.3,5.0813999999999995
1836,3,18,12,0.85,10.0,5.18
1837,3,18,13,0.84,11.4,5.2612
1838,3,18,14,0.84,12.3,5.3134
1839,3,18,15,0.84,13.0,5.353999999999999
1840,3,18,16,0.84,13.1,5.3598
1841,3,18,17,0.84,12.1,5.3018
1842,3,18,18,0.85,10.1,5.1857999999999995
1843,3,18,19,0.87,7.6,5.0408
1844,3,18,20,0.87,6.5,4.976999999999999
1845,3,18,21,0.85,4.9,4.8842
1846,3,18,22,0.84,3.9,4.8262
1847,3,18,23,0.62,3.4,4.797199999999999
1848,3,18,24,0.61,2.5,4.744999999999999
1849,3,19,1,0.61,0.7,4.6406
1850,3,19,2,0.6,1.2,4.6696
1851,3,19,3,0.6,1.1,4.663799999999999
1852,3,19,4,0.6,1.4,4.6812
1853,3,19,5,0.61,0.2,4.611599999999999
1854,3,19,6,0.83,0.1,4.6057999999999995
1855,3,19,7,0.84,-0.9,4.5478
1856,3,19,8,0.92,1.1,4.663799999999999
1857,3,19,9,0.95,3.8,4.820399999999999
1858,3,19,10,0.85,7.4,5.0291999999999994
1859,3,19,11,0.84,9.6,5.1568
1860,3,19,12,0.83,10.8,5.2264
1861,3,19,13,0.83,11.4,5.2612
1862,3,19,14,0.83,11.6,5.2728
1863,3,19,15,0.83,11.6,5.2728
1864,3,19,16,0.83,11.3,5.2554
1865,3,19,17,0.83,10.7,5.220599999999999
1866,3,19,18,0.84,9.4,5.1452
1867,3,19,19,0.85,7.3,5.0234
1868,3,19,20,0.85,5.4,4.9132
1869,3,19,21,0.84,7.0,5.005999999999999
1870,3,19,22,0.84,6.5,4.976999999999999
1871,3,19,23,0.62,6.3,4.9654
1872,3,19,24,0.61,5.9,4.9422
1873,3,20,1,0.61,5.4,4.9132
1874,3,20,2,0.61,4.7,4.872599999999999
1875,3,20,3,0.61,4.6,4.8668
1876,3,20,4,0.61,4.2,4.8435999999999995
1877,3,20,5,0.61,3.5,4.803
1878,3,20,6,0.84,3.8,4.820399999999999
1879,3,20,7,0.84,3.6,4.8088
1880,3,20,8,0.97,3.5,4.803
1881,3,20,9,0.98,3.8,4.820399999999999
1882,3,20,10,0.88,4.4,4.8552
1883,3,20,11,1.0,4.6,4.8668
1884,3,20,12,0.87,4.6,4.8668
1885,3,20,13,0.84,4.7,4.872599999999999
1886,3,20,14,0.83,5.3,4.9074
1887,3,20,15,0.83,5.3,4.9074
1888,3,20,16,0.85,5.4,4.9132
1889,3,20,17,0.85,5.3,4.9074
1890,3,20,18,0.88,4.9,4.8842
1891,3,20,19,1.0,4.4,4.8552
1892,3,20,20,0.88,4.1,4.8378
1893,3,20,21,0.84,4.1,4.8378
1894,3,20,22,0.83,4.0,4.832
1895,3,20,23,0.61,3.9,4.8262
1896,3,20,24,0.61,3.7,4.8145999999999995
1897,3,21,1,0.61,0.9,4.6522
1898,3,21,2,0.6,0.9,4.6522
1899,3,21,3,0.6,-0.3,4.582599999999999
1900,3,21,4,0.6,-0.4,4.5767999999999995
1901,3,21,5,0.6,-0.6,4.5652
1902,3,21,6,0.6,-0.8,4.553599999999999
1903,3,21,7,0.6,-1.0,4.542
1904,3,21,8,0.6,-1.2,4.530399999999999
1905,3,21,9,0.61,-0.8,4.553599999999999
1906,3,21,10,0.61,-0.4,4.5767999999999995
1907,3,21,11,0.61,-0.3,4.582599999999999
1908,3,21,12,0.61,0.3,4.6174
1909,3,21,13,0.6,0.1,4.6057999999999995
1910,3,21,14,0.6,0.5,4.629
1911,3,21,15,0.6,0.6,4.634799999999999
1912,3,21,16,0.6,0.6,4.634799999999999
1913,3,21,17,0.6,-1.8,4.4956
1914,3,21,18,0.61,-2.7,4.4434
1915,3,21,19,0.62,-2.9,4.4318
1916,3,21,20,0.62,-3.6,4.3911999999999995
1917,3,21,21,0.61,-5.8,4.263599999999999
1918,3,21,22,0.61,-5.9,4.2578
1919,3,21,23,0.61,-6.3,4.2345999999999995
1920,3,21,24,0.6,-6.3,4.2345999999999995
1921,3,22,1,0.6,-6.9,4.1998
1922,3,22,2,0.6,-7.1,4.188199999999999
1923,3,22,3,0.6,-7.7,4.1533999999999995
1924,3,22,4,0.6,-6.6,4.2172
1925,3,22,5,0.6,-5.5,4.281
1926,3,22,6,0.6,-4.6,4.3332
1927,3,22,7,0.6,-3.9,4.373799999999999
1928,3,22,8,0.6,-2.8,4.4376
1929,3,22,9,0.61,-2.0,4.484
1930,3,22,10,0.61,-0.9,4.5478
1931,3,22,11,0.61,0.2,4.611599999999999
1932,3,22,12,0.61,1.2,4.6696
1933,3,22,13,0.61,1.8,4.7044
1934,3,22,14,0.61,2.2,4.7276
1935,3,22,15,0.61,2.0,4.715999999999999
1936,3,22,16,0.6,2.2,4.7276
1937,3,22,17,0.61,2.0,4.715999999999999
1938,3,22,18,0.61,1.9,4.7101999999999995
1939,3,22,19,0.63,1.7,4.6986
1940,3,22,20,0.63,1.6,4.6928
1941,3,22,21,0.62,1.4,4.6812
1942,3,22,22,0.61,1.2,4.6696
1943,3,22,23,0.61,1.3,4.6754
1944,3,22,24,0.6,1.4,4.6812
1945,3,23,1,0.6,1.6,4.6928
1946,3,23,2,0.6,2.0,4.715999999999999
1947,3,23,3,0.6,1.9,4.7101999999999995
1948,3,23,4,0.6,1.9,4.7101999999999995
1949,3,23,5,0.6,1.8,4.7044
1950,3,23,6,0.82,1.8,4.7044
1951,3,23,7,0.83,1.5,4.686999999999999
1952,3,23,8,0.83,1.4,4.6812
1953,3,23,9,0.84,2.3,4.7334
1954,3,23,10,0.84,2.5,4.744999999999999
1955,3,23,11,0.83,3.2,4.7856
1956,3,23,12,0.83,5.2,4.901599999999999
1957,3,23,13,0.83,6.2,4.9596
1958,3,23,14,0.83,6.4,4.9712
1959,3,23,15,0.83,7.4,5.0291999999999994
1960,3,23,16,0.82,7.0,5.005999999999999
1961,3,23,17,0.83,5.4,4.9132
1962,3,23,18,0.83,5.0,4.89
1963,3,23,19,0.83,5.0,4.89
1964,3,23,20,0.84,5.1,4.8957999999999995
1965,3,23,21,0.83,5.3,4.9074
1966,3,23,22,0.83,5.3,4.9074
1967,3,23,23,0.61,5.4,4.9132
1968,3,23,24,0.61,5.3,4.9074
1969,3,24,1,0.61,5.4,4.9132
1970,3,24,2,0.6,5.4,4.9132
1971,3,24,3,0.6,4.8,4.878399999999999
1972,3,24,4,0.61,4.3,4.849399999999999
1973,3,24,5,0.61,3.7,4.8145999999999995
1974,3,24,6,0.83,3.5,4.803
1975,3,24,7,0.84,3.5,4.803
1976,3,24,8,0.96,4.0,4.832
1977,3,24,9,0.99,4.3,4.849399999999999
1978,3,24,10,0.97,5.6,4.924799999999999
1979,3,24,11,0.93,6.8,4.9944
1980,3,24,12,0.85,6.8,4.9944
1981,3,24,13,0.85,7.6,5.0408
1982,3,24,14,0.84,8.6,5.0988
1983,3,24,15,0.84,9.0,5.122
1984,3,24,16,0.84,9.2,5.1335999999999995
1985,3,24,17,0.84,9.1,5.1278
1986,3,24,18,0.85,7.6,5.0408
1987,3,24,19,0.98,4.9,4.8842
1988,3,24,20,0.96,2.8,4.7623999999999995
1989,3,24,21,0.86,1.4,4.6812
1990,3,24,22,0.85,-0.5,4.571
1991,3,24,23,0.62,2.4,4.739199999999999
1992,3,24,24,0.61,2.3,4.7334
1993,3,25,1,0.61,1.6,4.6928
1994,3,25,2,0.61,2.1,4.7218
1995,3,25,3,0.61,1.9,4.7101999999999995
1996,3,25,4,0.61,1.5,4.686999999999999
1997,3,25,5,0.61,1.1,4.663799999999999
1998,3,25,6,0.83,0.4,4.6232
1999,3,25,7,0.84,-0.5,4.571
2000,3,25,8,0.89,-0.9,4.5478
2001,3,25,9,0.99,0.1,4.6057999999999995
2002,3,25,10,0.9,1.1,4.663799999999999
2003,3,25,11,0.88,1.8,4.7044
2004,3,25,12,0.86,3.0,4.774
2005,3,25,13,0.84,3.3,4.791399999999999
2006,3,25,14,0.84,3.9,4.8262
2007,3,25,15,0.84,4.0,4.832
2008,3,25,16,0.84,3.5,4.803
2009,3,25,17,0.83,2.2,4.7276
2010,3,25,18,0.83,0.8,4.6464
2011,3,25,19,0.84,-0.2,4.5884
2012,3,25,20,0.84,-0.7,4.559399999999999
2013,3,25,21,0.83,-0.9,4.5478
2014,3,25,22,0.83,-1.0,4.542
2015,3,25,23,0.61,-1.2,4.530399999999999
2016,3,25,24,0.6,-1.1,4.5362
2017,3,26,1,0.6,-1.5,4.513
2018,3,26,2,0.59,-1.4,4.5188
2019,3,26,3,0.59,-1.0,4.542
2020,3,26,4,0.6,-0.8,4.553599999999999
2021,3,26,5,0.6,-0.5,4.571
2022,3,26,6,0.82,-0.5,4.571
2023,3,26,7,0.83,1.7,4.6986
2024,3,26,8,0.85,2.1,4.7218
2025,3,26,9,0.85,2.6,4.7508
2026,3,26,10,0.85,3.5,4.803
2027,3,26,11,0.85,4.2,4.8435999999999995
2028,3,26,12,0.85,5.2,4.901599999999999
2029,3,26,13,0.85,5.8,4.9364
2030,3,26,14,0.85,5.8,4.9364
2031,3,26,15,0.84,4.9,4.8842
2032,3,26,16,0.84,4.4,4.8552
2033,3,26,17,0.84,4.4,4.8552
2034,3,26,18,0.84,4.4,4.8552
2035,3,26,19,0.84,4.5,4.861
2036,3,26,20,0.85,4.0,4.832
2037,3,26,21,0.84,4.0,4.832
2038,3,26,22,0.84,3.7,4.8145999999999995
2039,3,26,23,0.61,3.6,4.8088
2040,3,26,24,0.61,3.7,4.8145999999999995
2041,3,27,1,0.61,3.9,4.8262
2042,3,27,2,0.61,3.9,4.8262
2043,3,27,3,0.6,3.9,4.8262
2044,3,27,4,0.61,3.8,4.820399999999999
2045,3,27,5,0.61,3.7,4.8145999999999995
2046,3,27,6,0.83,3.5,4.803
2047,3,27,7,0.85,3.6,4.8088
2048,3,27,8,0.9,3.8,4.820399999999999
2049,3,27,9,0.99,4.5,4.861
2050,3,27,10,0.96,4.6,4.8668
2051,3,27,11,0.91,4.3,4.849399999999999
2052,3,27,12,0.89,4.5,4.861
2053,3,27,13,0.86,4.5,4.861
2054,3,27,14,0.85,4.6,4.8668
2055,3,27,15,0.85,4.8,4.878399999999999
2056,3,27,16,0.84,5.7,4.9306
2057,3,27,17,0.84,5.7,4.9306
2058,3,27,18,0.83,5.2,4.901599999999999
2059,3,27,19,0.84,4.3,4.849399999999999
2060,3,27,20,0.85,3.2,4.7856
2061,3,27,21,0.84,3.0,4.774
2062,3,27,22,0.83,2.0,4.715999999999999
2063,3,27,23,0.61,2.7,4.7566
2064,3,27,24,0.61,2.0,4.715999999999999
2065,3,28,1,0.61,1.0,4.6579999999999995
2066,3,28,2,0.61,0.1,4.6057999999999995
2067,3,28,3,0.61,1.2,4.6696
2068,3,28,4,0.61,1.3,4.6754
2069,3,28,5,0.61,2.2,4.7276
2070,3,28,6,0.62,1.6,4.6928
2071,3,28,7,0.62,1.2,4.6696
2072,3,28,8,0.63,2.9,4.768199999999999
2073,3,28,9,0.62,3.9,4.8262
2074,3,28,10,0.63,4.5,4.861
2075,3,28,11,0.63,5.5,4.919
2076,3,28,12,0.63,6.5,4.976999999999999
2077,3,28,13,0.62,7.3,5.0234
2078,3,28,14,0.61,6.7,4.9886
2079,3,28,15,0.61,7.7,5.0466
2080,3,28,16,0.61,8.6,5.0988
2081,3,28,17,0.61,8.2,5.0756
2082,3,28,18,0.62,7.2,5.0176
2083,3,28,19,0.62,5.5,4.919
2084,3,28,20,0.62,4.2,4.8435999999999995
2085,3,28,21,0.61,3.5,4.803
2086,3,28,22,0.6,1.9,4.7101999999999995
2087,3,28,23,0.59,2.7,4.7566
2088,3,28,24,0.59,2.7,4.7566
