2015,mm,dd,HH,SEK/kWh,C,COP
6475,9,27,19,0.54,10.6,5.214799999999999
6476,9,27,20,0.54,9.6,5.1568
6477,9,27,21,0.54,9.0,5.122
6478,9,27,22,0.52,11.0,5.2379999999999995
6479,9,27,23,0.52,11.3,5.2554
6480,9,27,24,0.51,7.7,5.0466
6481,9,28,1,0.5,8.0,5.064
6482,9,28,2,0.5,6.5,4.976999999999999
6483,9,28,3,0.5,8.1,5.0698
6484,9,28,4,0.52,5.3,4.9074
6485,9,28,5,0.53,7.0,5.005999999999999
6486,9,28,6,0.56,6.7,4.9886
6487,9,28,7,0.58,4.7,4.872599999999999
6488,9,28,8,0.58,5.2,4.901599999999999
6489,9,28,9,0.59,8.4,5.087199999999999
6490,9,28,10,0.6,9.6,5.1568
6491,9,28,11,0.59,10.8,5.2264
6492,9,28,12,0.58,12.2,5.3076
6493,9,28,13,0.58,13.6,5.3888
6494,9,28,14,0.58,14.2,5.4235999999999995
6495,9,28,15,0.58,14.4,5.4352
6496,9,28,16,0.57,13.9,5.4062
6497,9,28,17,0.57,13.7,5.3946
6498,9,28,18,0.58,12.1,5.3018
6499,9,28,19,0.6,9.9,5.1742
6500,9,28,20,0.58,7.4,5.0291999999999994
6501,9,28,21,0.57,6.9,5.0001999999999995
6502,9,28,22,0.55,5.2,4.901599999999999
6503,9,28,23,0.52,4.7,4.872599999999999
6504,9,28,24,0.53,3.3,4.791399999999999
6505,9,29,1,0.52,2.9,4.768199999999999
6506,9,29,2,0.51,2.3,4.7334
6507,9,29,3,0.52,2.1,4.7218
6508,9,29,4,0.53,1.3,4.6754
6509,9,29,5,0.54,1.4,4.6812
6510,9,29,6,0.56,1.2,4.6696
6511,9,29,7,0.57,0.9,4.6522
6512,9,29,8,0.58,1.6,4.6928
6513,9,29,9,0.58,3.9,4.8262
6514,9,29,10,0.58,6.6,4.982799999999999
6515,9,29,11,0.57,10.8,5.2264
6516,9,29,12,0.57,13.9,5.4062
6517,9,29,13,0.56,14.4,5.4352
6518,9,29,14,0.56,15.1,5.4758
6519,9,29,15,0.55,15.7,5.510599999999999
6520,9,29,16,0.54,15.9,5.5222
6521,9,29,17,0.54,15.7,5.510599999999999
6522,9,29,18,0.55,14.4,5.4352
6523,9,29,19,0.56,11.8,5.2844
6524,9,29,20,0.55,10.7,5.220599999999999
6525,9,29,21,0.53,9.7,5.162599999999999
6526,9,29,22,0.51,8.6,5.0988
6527,9,29,23,0.5,7.4,5.0291999999999994
6528,9,29,24,0.49,7.8,5.0524
6529,9,30,1,0.48,7.6,5.0408
6530,9,30,2,0.48,7.7,5.0466
6531,9,30,3,0.48,7.4,5.0291999999999994
6532,9,30,4,0.5,6.3,4.9654
6533,9,30,5,0.5,6.6,4.982799999999999
6534,9,30,6,0.52,6.8,4.9944
6535,9,30,7,0.54,7.7,5.0466
6536,9,30,8,0.54,8.6,5.0988
6537,9,30,9,0.55,9.7,5.162599999999999
6538,9,30,10,0.55,11.4,5.2612
6539,9,30,11,0.54,12.4,5.3191999999999995
6540,9,30,12,0.54,13.7,5.3946
6541,9,30,13,0.54,15.0,5.47
6542,9,30,14,0.54,15.8,5.5164
6543,9,30,15,0.54,15.8,5.5164
6544,9,30,16,0.53,16.3,5.5454
6545,9,30,17,0.53,16.0,5.528
6546,9,30,18,0.54,15.4,5.4932
6547,9,30,19,0.54,13.9,5.4062
6548,9,30,20,0.53,12.1,5.3018
6549,9,30,21,0.52,12.7,5.3366
6550,9,30,22,0.51,12.0,5.295999999999999
6551,9,30,23,0.5,11.4,5.2612
6552,9,30,24,0.49,11.2,5.249599999999999
6553,10,1,1,0.48,10.4,5.2032
6554,10,1,2,0.48,8.5,5.093
6555,10,1,3,0.48,8.1,5.0698
6556,10,1,4,0.48,8.6,5.0988
6557,10,1,5,0.49,9.6,5.1568
6558,10,1,6,0.51,10.7,5.220599999999999
6559,10,1,7,0.51,10.8,5.2264
6560,10,1,8,0.52,11.0,5.2379999999999995
6561,10,1,9,0.52,11.7,5.2786
6562,10,1,10,0.52,12.2,5.3076
6563,10,1,11,0.51,12.8,5.3424
6564,10,1,12,0.51,13.9,5.4062
6565,10,1,13,0.51,14.7,5.4525999999999994
6566,10,1,14,0.51,15.5,5.499
6567,10,1,15,0.51,15.3,5.4874
6568,10,1,16,0.51,15.5,5.499
6569,10,1,17,0.51,15.2,5.481599999999999
6570,10,1,18,0.51,14.7,5.4525999999999994
6571,10,1,19,0.51,13.4,5.3772
6572,10,1,20,0.51,13.0,5.353999999999999
6573,10,1,21,0.5,13.6,5.3888
6574,10,1,22,0.49,13.3,5.3713999999999995
6575,10,1,23,0.48,13.2,5.3656
6576,10,1,24,0.46,13.0,5.353999999999999
6577,10,2,1,0.47,12.5,5.324999999999999
6578,10,2,2,0.46,12.3,5.3134
6579,10,2,3,0.45,12.0,5.295999999999999
6580,10,2,4,0.45,11.6,5.2728
6581,10,2,5,0.45,11.4,5.2612
6582,10,2,6,0.49,11.2,5.249599999999999
6583,10,2,7,0.5,11.5,5.2669999999999995
6584,10,2,8,0.51,11.6,5.2728
6585,10,2,9,0.51,12.3,5.3134
6586,10,2,10,0.51,13.0,5.353999999999999
6587,10,2,11,0.5,14.0,5.412
6588,10,2,12,0.5,15.1,5.4758
6589,10,2,13,0.49,16.0,5.528
6590,10,2,14,0.49,17.0,5.585999999999999
6591,10,2,15,0.48,17.6,5.6208
6592,10,2,16,0.48,17.7,5.6266
6593,10,2,17,0.48,16.6,5.562799999999999
6594,10,2,18,0.48,15.4,5.4932
6595,10,2,19,0.49,14.4,5.4352
6596,10,2,20,0.49,13.6,5.3888
6597,10,2,21,0.49,13.0,5.353999999999999
6598,10,2,22,0.49,12.6,5.3308
6599,10,2,23,0.48,12.1,5.3018
6600,10,2,24,0.48,11.6,5.2728
6601,10,3,1,0.48,11.1,5.243799999999999
6602,10,3,2,0.48,10.9,5.2322
6603,10,3,3,0.48,8.5,5.093
6604,10,3,4,0.49,7.9,5.058199999999999
6605,10,3,5,0.49,7.8,5.0524
6606,10,3,6,0.49,7.2,5.0176
6607,10,3,7,0.5,6.1,4.953799999999999
6608,10,3,8,0.5,5.3,4.9074
6609,10,3,9,0.51,8.0,5.064
6610,10,3,10,0.51,10.9,5.2322
6611,10,3,11,0.51,11.7,5.2786
6612,10,3,12,0.5,13.2,5.3656
6613,10,3,13,0.5,14.6,5.4468
6614,10,3,14,0.5,15.6,5.5047999999999995
6615,10,3,15,0.5,16.3,5.5454
6616,10,3,16,0.5,15.8,5.5164
6617,10,3,17,0.51,14.7,5.4525999999999994
6618,10,3,18,0.51,13.6,5.3888
6619,10,3,19,0.51,12.9,5.348199999999999
6620,10,3,20,0.51,10.9,5.2322
6621,10,3,21,0.5,10.5,5.209
6622,10,3,22,0.5,9.9,5.1742
6623,10,3,23,0.49,8.9,5.116199999999999
6624,10,3,24,0.5,8.2,5.0756
6625,10,4,1,0.5,6.8,4.9944
6626,10,4,2,0.5,7.3,5.0234
6627,10,4,3,0.5,6.7,4.9886
6628,10,4,4,0.5,7.8,5.0524
6629,10,4,5,0.5,8.8,5.110399999999999
6630,10,4,6,0.5,8.3,5.0813999999999995
6631,10,4,7,0.5,7.6,5.0408
6632,10,4,8,0.5,7.3,5.0234
6633,10,4,9,0.51,8.0,5.064
6634,10,4,10,0.51,9.6,5.1568
6635,10,4,11,0.51,10.4,5.2032
6636,10,4,12,0.51,11.3,5.2554
6637,10,4,13,0.51,12.0,5.295999999999999
6638,10,4,14,0.51,13.3,5.3713999999999995
6639,10,4,15,0.51,14.0,5.412
6640,10,4,16,0.51,13.5,5.383
6641,10,4,17,0.51,12.6,5.3308
6642,10,4,18,0.52,11.6,5.2728
6643,10,4,19,0.52,11.2,5.249599999999999
6644,10,4,20,0.52,9.9,5.1742
6645,10,4,21,0.52,7.1,5.0118
6646,10,4,22,0.51,7.5,5.034999999999999
6647,10,4,23,0.5,7.0,5.005999999999999
6648,10,4,24,0.5,6.7,4.9886
6649,10,5,1,0.5,5.5,4.919
6650,10,5,2,0.5,6.1,4.953799999999999
6651,10,5,3,0.5,6.9,5.0001999999999995
6652,10,5,4,0.5,7.3,5.0234
6653,10,5,5,0.51,7.1,5.0118
6654,10,5,6,0.53,7.1,5.0118
6655,10,5,7,0.57,6.5,4.976999999999999
6656,10,5,8,0.59,6.1,4.953799999999999
6657,10,5,9,0.59,7.5,5.034999999999999
6658,10,5,10,0.59,9.2,5.1335999999999995
6659,10,5,11,0.57,10.2,5.191599999999999
6660,10,5,12,0.56,11.1,5.243799999999999
6661,10,5,13,0.56,11.9,5.2902
6662,10,5,14,0.55,12.7,5.3366
6663,10,5,15,0.54,13.6,5.3888
6664,10,5,16,0.52,12.7,5.3366
6665,10,5,17,0.52,12.2,5.3076
6666,10,5,18,0.54,11.1,5.243799999999999
6667,10,5,19,0.55,10.2,5.191599999999999
6668,10,5,20,0.53,8.7,5.1046
6669,10,5,21,0.52,6.9,5.0001999999999995
6670,10,5,22,0.51,6.6,4.982799999999999
6671,10,5,23,0.5,7.1,5.0118
6672,10,5,24,0.5,6.2,4.9596
6673,10,6,1,0.49,5.4,4.9132
6674,10,6,2,0.49,4.9,4.8842
6675,10,6,3,0.49,4.0,4.832
6676,10,6,4,0.49,3.1,4.7798
6677,10,6,5,0.49,3.6,4.8088
6678,10,6,6,0.5,3.7,4.8145999999999995
6679,10,6,7,0.52,3.4,4.797199999999999
6680,10,6,8,0.53,3.5,4.803
6681,10,6,9,0.53,5.3,4.9074
6682,10,6,10,0.52,7.1,5.0118
6683,10,6,11,0.51,7.6,5.0408
6684,10,6,12,0.51,9.2,5.1335999999999995
6685,10,6,13,0.51,10.6,5.214799999999999
6686,10,6,14,0.51,10.3,5.1974
6687,10,6,15,0.51,9.9,5.1742
6688,10,6,16,0.51,9.7,5.162599999999999
6689,10,6,17,0.51,9.1,5.1278
6690,10,6,18,0.51,7.9,5.058199999999999
6691,10,6,19,0.51,6.9,5.0001999999999995
6692,10,6,20,0.51,6.2,4.9596
6693,10,6,21,0.51,5.7,4.9306
6694,10,6,22,0.5,6.0,4.9479999999999995
6695,10,6,23,0.47,5.6,4.924799999999999
6696,10,6,24,0.48,4.8,4.878399999999999
6697,10,7,1,0.48,3.8,4.820399999999999
6698,10,7,2,0.49,3.9,4.8262
6699,10,7,3,0.49,4.4,4.8552
6700,10,7,4,0.49,5.0,4.89
6701,10,7,5,0.5,3.6,4.8088
6702,10,7,6,0.51,5.4,4.9132
6703,10,7,7,0.53,5.0,4.89
6704,10,7,8,0.53,5.1,4.8957999999999995
6705,10,7,9,0.53,6.6,4.982799999999999
6706,10,7,10,0.53,7.5,5.034999999999999
6707,10,7,11,0.53,7.9,5.058199999999999
6708,10,7,12,0.53,8.6,5.0988
6709,10,7,13,0.53,8.8,5.110399999999999
6710,10,7,14,0.53,8.3,5.0813999999999995
6711,10,7,15,0.52,8.4,5.087199999999999
6712,10,7,16,0.52,8.5,5.093
6713,10,7,17,0.53,7.8,5.0524
6714,10,7,18,0.53,7.2,5.0176
6715,10,7,19,0.53,6.8,4.9944
6716,10,7,20,0.53,6.2,4.9596
6717,10,7,21,0.52,5.7,4.9306
6718,10,7,22,0.51,6.1,4.953799999999999
6719,10,7,23,0.51,6.2,4.9596
6720,10,7,24,0.52,5.6,4.924799999999999
6721,10,8,1,0.52,3.8,4.820399999999999
6722,10,8,2,0.52,3.5,4.803
6723,10,8,3,0.52,4.2,4.8435999999999995
6724,10,8,4,0.53,5.2,4.901599999999999
6725,10,8,5,0.53,5.7,4.9306
6726,10,8,6,0.54,5.8,4.9364
6727,10,8,7,0.56,6.1,4.953799999999999
6728,10,8,8,0.57,6.3,4.9654
6729,10,8,9,0.57,6.8,4.9944
6730,10,8,10,0.57,7.3,5.0234
6731,10,8,11,0.56,7.9,5.058199999999999
6732,10,8,12,0.56,8.3,5.0813999999999995
6733,10,8,13,0.56,8.7,5.1046
6734,10,8,14,0.56,8.9,5.116199999999999
6735,10,8,15,0.56,8.6,5.0988
6736,10,8,16,0.56,9.0,5.122
6737,10,8,17,0.56,8.3,5.0813999999999995
6738,10,8,18,0.57,7.5,5.034999999999999
6739,10,8,19,0.58,7.1,5.0118
6740,10,8,20,0.56,6.9,5.0001999999999995
6741,10,8,21,0.55,6.3,4.9654
6742,10,8,22,0.55,6.1,4.953799999999999
6743,10,8,23,0.54,5.5,4.919
6744,10,8,24,0.56,5.2,4.901599999999999
6745,10,9,1,0.55,5.1,4.8957999999999995
6746,10,9,2,0.55,5.5,4.919
6747,10,9,3,0.55,4.7,4.872599999999999
6748,10,9,4,0.55,4.7,4.872599999999999
6749,10,9,5,0.56,3.0,4.774
6750,10,9,6,0.57,2.9,4.768199999999999
6751,10,9,7,0.73,4.7,4.872599999999999
6752,10,9,8,0.85,4.4,4.8552
6753,10,9,9,0.87,4.8,4.878399999999999
6754,10,9,10,0.86,6.1,4.953799999999999
6755,10,9,11,0.75,7.4,5.0291999999999994
6756,10,9,12,0.58,7.6,5.0408
6757,10,9,13,0.58,8.1,5.0698
6758,10,9,14,0.58,8.6,5.0988
6759,10,9,15,0.58,6.8,4.9944
6760,10,9,16,0.58,7.8,5.0524
6761,10,9,17,0.58,7.8,5.0524
6762,10,9,18,0.58,7.6,5.0408
6763,10,9,19,0.58,6.9,5.0001999999999995
6764,10,9,20,0.58,6.4,4.9712
6765,10,9,21,0.57,5.7,4.9306
6766,10,9,22,0.56,5.2,4.901599999999999
6767,10,9,23,0.56,4.6,4.8668
6768,10,9,24,0.57,4.6,4.8668
6769,10,10,1,0.56,3.2,4.7856
6770,10,10,2,0.56,2.8,4.7623999999999995
6771,10,10,3,0.56,3.2,4.7856
6772,10,10,4,0.56,1.3,4.6754
6773,10,10,5,0.57,1.9,4.7101999999999995
6774,10,10,6,0.57,1.5,4.686999999999999
6775,10,10,7,0.57,1.8,4.7044
6776,10,10,8,0.57,2.2,4.7276
6777,10,10,9,0.58,3.3,4.791399999999999
6778,10,10,10,0.58,4.0,4.832
6779,10,10,11,0.58,5.8,4.9364
6780,10,10,12,0.58,7.5,5.034999999999999
6781,10,10,13,0.58,8.3,5.0813999999999995
6782,10,10,14,0.57,8.5,5.093
6783,10,10,15,0.57,8.6,5.0988
6784,10,10,16,0.57,8.4,5.087199999999999
6785,10,10,17,0.58,8.2,5.0756
6786,10,10,18,0.58,7.3,5.0234
6787,10,10,19,0.58,6.5,4.976999999999999
6788,10,10,20,0.58,6.0,4.9479999999999995
6789,10,10,21,0.57,5.9,4.9422
6790,10,10,22,0.57,5.6,4.924799999999999
6791,10,10,23,0.57,5.5,4.919
6792,10,10,24,0.56,5.3,4.9074
6793,10,11,1,0.56,5.2,4.901599999999999
6794,10,11,2,0.56,5.3,4.9074
6795,10,11,3,0.56,5.1,4.8957999999999995
6796,10,11,4,0.56,5.0,4.89
6797,10,11,5,0.56,4.8,4.878399999999999
6798,10,11,6,0.56,4.9,4.8842
6799,10,11,7,0.56,4.7,4.872599999999999
6800,10,11,8,0.57,4.5,4.861
6801,10,11,9,0.57,5.6,4.924799999999999
6802,10,11,10,0.57,6.9,5.0001999999999995
6803,10,11,11,0.57,8.3,5.0813999999999995
6804,10,11,12,0.57,9.6,5.1568
6805,10,11,13,0.56,9.2,5.1335999999999995
6806,10,11,14,0.56,9.2,5.1335999999999995
6807,10,11,15,0.56,9.7,5.162599999999999
6808,10,11,16,0.57,9.4,5.1452
6809,10,11,17,0.58,9.9,5.1742
6810,10,11,18,0.58,8.6,5.0988
6811,10,11,19,0.59,7.5,5.034999999999999
6812,10,11,20,0.58,6.8,4.9944
6813,10,11,21,0.58,5.1,4.8957999999999995
6814,10,11,22,0.58,4.2,4.8435999999999995
6815,10,11,23,0.57,1.9,4.7101999999999995
6816,10,11,24,0.57,1.1,4.663799999999999
6817,10,12,1,0.56,1.4,4.6812
6818,10,12,2,0.56,0.4,4.6232
6819,10,12,3,0.56,-0.2,4.5884
6820,10,12,4,0.56,-0.2,4.5884
6821,10,12,5,0.57,0.2,4.611599999999999
6822,10,12,6,0.58,1.2,4.6696
6823,10,12,7,0.61,1.8,4.7044
6824,10,12,8,0.68,0.4,4.6232
6825,10,12,9,0.68,1.9,4.7101999999999995
6826,10,12,10,0.66,4.2,4.8435999999999995
6827,10,12,11,0.64,6.5,4.976999999999999
6828,10,12,12,0.62,7.6,5.0408
6829,10,12,13,0.61,8.2,5.0756
6830,10,12,14,0.61,8.2,5.0756
6831,10,12,15,0.61,7.9,5.058199999999999
6832,10,12,16,0.6,7.9,5.058199999999999
6833,10,12,17,0.62,7.7,5.0466
6834,10,12,18,0.78,7.3,5.0234
6835,10,12,19,0.63,6.9,5.0001999999999995
6836,10,12,20,0.59,6.8,4.9944
6837,10,12,21,0.58,6.5,4.976999999999999
6838,10,12,22,0.58,6.5,4.976999999999999
6839,10,12,23,0.57,5.9,4.9422
6840,10,12,24,0.57,6.0,4.9479999999999995
6841,10,13,1,0.57,5.9,4.9422
6842,10,13,2,0.57,5.7,4.9306
6843,10,13,3,0.57,5.7,4.9306
6844,10,13,4,0.57,5.8,4.9364
6845,10,13,5,0.58,5.8,4.9364
6846,10,13,6,0.59,6.0,4.9479999999999995
6847,10,13,7,0.72,6.3,4.9654
6848,10,13,8,0.78,6.6,4.982799999999999
6849,10,13,9,0.74,7.1,5.0118
6850,10,13,10,0.75,7.8,5.0524
6851,10,13,11,0.72,8.6,5.0988
6852,10,13,12,0.62,9.5,5.151
6853,10,13,13,0.61,9.7,5.162599999999999
6854,10,13,14,0.6,10.1,5.1857999999999995
6855,10,13,15,0.59,10.1,5.1857999999999995
6856,10,13,16,0.59,10.1,5.1857999999999995
6857,10,13,17,0.61,9.4,5.1452
6858,10,13,18,0.69,8.9,5.116199999999999
6859,10,13,19,0.61,8.8,5.110399999999999
6860,10,13,20,0.59,8.5,5.093
6861,10,13,21,0.59,8.4,5.087199999999999
6862,10,13,22,0.58,8.3,5.0813999999999995
6863,10,13,23,0.57,7.9,5.058199999999999
6864,10,13,24,0.57,7.6,5.0408
6865,10,14,1,0.57,7.5,5.034999999999999
6866,10,14,2,0.57,7.4,5.0291999999999994
6867,10,14,3,0.57,7.2,5.0176
6868,10,14,4,0.57,7.0,5.005999999999999
6869,10,14,5,0.58,7.0,5.005999999999999
6870,10,14,6,0.59,7.0,5.005999999999999
6871,10,14,7,0.66,7.0,5.005999999999999
6872,10,14,8,0.72,7.0,5.005999999999999
6873,10,14,9,0.69,7.5,5.034999999999999
6874,10,14,10,0.65,7.8,5.0524
6875,10,14,11,0.61,8.3,5.0813999999999995
6876,10,14,12,0.6,9.1,5.1278
6877,10,14,13,0.6,10.0,5.18
6878,10,14,14,0.59,9.9,5.1742
6879,10,14,15,0.59,9.6,5.1568
6880,10,14,16,0.59,8.9,5.116199999999999
6881,10,14,17,0.59,7.3,5.0234
6882,10,14,18,0.6,6.5,4.976999999999999
6883,10,14,19,0.6,6.5,4.976999999999999
6884,10,14,20,0.59,6.0,4.9479999999999995
6885,10,14,21,0.59,4.8,4.878399999999999
6886,10,14,22,0.58,4.6,4.8668
6887,10,14,23,0.57,4.5,4.861
6888,10,14,24,0.58,3.5,4.803
6889,10,15,1,0.58,3.4,4.797199999999999
6890,10,15,2,0.58,-0.5,4.571
6891,10,15,3,0.58,-1.9,4.4898
6892,10,15,4,0.58,-1.7,4.501399999999999
6893,10,15,5,0.58,-2.2,4.4723999999999995
6894,10,15,6,0.6,-2.5,4.455
6895,10,15,7,0.62,-2.9,4.4318
6896,10,15,8,0.63,-1.5,4.513
6897,10,15,9,0.62,1.8,4.7044
6898,10,15,10,0.62,5.9,4.9422
6899,10,15,11,0.61,8.7,5.1046
6900,10,15,12,0.61,10.1,5.1857999999999995
6901,10,15,13,0.61,10.5,5.209
6902,10,15,14,0.6,11.2,5.249599999999999
6903,10,15,15,0.6,11.1,5.243799999999999
6904,10,15,16,0.6,10.1,5.1857999999999995
6905,10,15,17,0.61,8.7,5.1046
6906,10,15,18,0.61,7.1,5.0118
6907,10,15,19,0.61,6.8,4.9944
6908,10,15,20,0.6,4.6,4.8668
6909,10,15,21,0.59,4.3,4.849399999999999
6910,10,15,22,0.59,4.3,4.849399999999999
6911,10,15,23,0.58,3.5,4.803
6912,10,15,24,0.58,3.2,4.7856
6913,10,16,1,0.58,3.0,4.774
6914,10,16,2,0.58,3.1,4.7798
6915,10,16,3,0.58,3.3,4.791399999999999
6916,10,16,4,0.59,4.2,4.8435999999999995
6917,10,16,5,0.6,2.4,4.739199999999999
6918,10,16,6,0.6,2.3,4.7334
6919,10,16,7,0.62,1.9,4.7101999999999995
6920,10,16,8,0.63,3.8,4.820399999999999
6921,10,16,9,0.62,4.7,4.872599999999999
6922,10,16,10,0.61,7.0,5.005999999999999
6923,10,16,11,0.61,8.9,5.116199999999999
6924,10,16,12,0.61,9.8,5.1684
6925,10,16,13,0.6,10.6,5.214799999999999
6926,10,16,14,0.6,11.3,5.2554
6927,10,16,15,0.6,10.8,5.2264
6928,10,16,16,0.6,9.7,5.162599999999999
6929,10,16,17,0.61,8.6,5.0988
6930,10,16,18,0.62,7.8,5.0524
6931,10,16,19,0.61,6.5,4.976999999999999
6932,10,16,20,0.6,5.5,4.919
6933,10,16,21,0.6,2.9,4.768199999999999
6934,10,16,22,0.6,3.8,4.820399999999999
6935,10,16,23,0.59,4.3,4.849399999999999
6936,10,16,24,0.59,4.9,4.8842
6937,10,17,1,0.59,3.6,4.8088
6938,10,17,2,0.59,4.9,4.8842
6939,10,17,3,0.59,4.8,4.878399999999999
6940,10,17,4,0.59,4.3,4.849399999999999
6941,10,17,5,0.59,3.7,4.8145999999999995
6942,10,17,6,0.6,3.6,4.8088
6943,10,17,7,0.6,4.0,4.832
6944,10,17,8,0.6,3.9,4.8262
6945,10,17,9,0.6,3.9,4.8262
6946,10,17,10,0.6,4.6,4.8668
6947,10,17,11,0.6,5.6,4.924799999999999
6948,10,17,12,0.6,5.9,4.9422
6949,10,17,13,0.6,6.4,4.9712
6950,10,17,14,0.6,6.5,4.976999999999999
6951,10,17,15,0.6,6.6,4.982799999999999
6952,10,17,16,0.6,7.0,5.005999999999999
6953,10,17,17,0.6,6.8,4.9944
6954,10,17,18,0.62,6.2,4.9596
6955,10,17,19,0.61,5.4,4.9132
6956,10,17,20,0.6,4.9,4.8842
6957,10,17,21,0.6,4.4,4.8552
6958,10,17,22,0.6,3.9,4.8262
6959,10,17,23,0.6,3.1,4.7798
6960,10,17,24,0.6,2.7,4.7566
6961,10,18,1,0.6,2.2,4.7276
6962,10,18,2,0.59,1.7,4.6986
6963,10,18,3,0.59,1.2,4.6696
6964,10,18,4,0.59,0.9,4.6522
6965,10,18,5,0.6,0.7,4.6406
6966,10,18,6,0.6,-0.2,4.5884
6967,10,18,7,0.6,-1.0,4.542
6968,10,18,8,0.6,-0.6,4.5652
6969,10,18,9,0.61,1.8,4.7044
6970,10,18,10,0.61,4.9,4.8842
6971,10,18,11,0.61,7.1,5.0118
6972,10,18,12,0.61,9.0,5.122
6973,10,18,13,0.61,10.4,5.2032
6974,10,18,14,0.6,11.0,5.2379999999999995
6975,10,18,15,0.6,10.9,5.2322
6976,10,18,16,0.6,9.3,5.1394
6977,10,18,17,0.62,6.3,4.9654
6978,10,18,18,0.63,6.4,4.9712
6979,10,18,19,0.62,5.7,4.9306
6980,10,18,20,0.62,5.0,4.89
6981,10,18,21,0.61,5.4,4.9132
6982,10,18,22,0.61,5.6,4.924799999999999
6983,10,18,23,0.6,6.1,4.953799999999999
6984,10,18,24,0.6,4.9,4.8842
6985,10,19,1,0.6,4.0,4.832
6986,10,19,2,0.6,3.2,4.7856
6987,10,19,3,0.6,2.9,4.768199999999999
6988,10,19,4,0.6,4.1,4.8378
6989,10,19,5,0.61,3.3,4.791399999999999
6990,10,19,6,0.62,3.4,4.797199999999999
6991,10,19,7,0.79,3.4,4.797199999999999
6992,10,19,8,0.87,4.6,4.8668
6993,10,19,9,0.85,5.4,4.9132
6994,10,19,10,0.87,5.8,4.9364
6995,10,19,11,0.85,5.9,4.9422
6996,10,19,12,0.83,6.2,4.9596
6997,10,19,13,0.77,6.4,4.9712
6998,10,19,14,0.74,6.9,5.0001999999999995
6999,10,19,15,0.71,6.9,5.0001999999999995
7000,10,19,16,0.7,7.0,5.005999999999999
7001,10,19,17,0.82,6.7,4.9886
7002,10,19,18,0.93,6.4,4.9712
7003,10,19,19,0.88,6.2,4.9596
7004,10,19,20,0.7,6.1,4.953799999999999
7005,10,19,21,0.64,5.9,4.9422
7006,10,19,22,0.62,5.9,4.9422
7007,10,19,23,0.61,6.0,4.9479999999999995
7008,10,19,24,0.61,5.8,4.9364
7009,10,20,1,0.61,5.9,4.9422
7010,10,20,2,0.61,6.2,4.9596
7011,10,20,3,0.61,6.3,4.9654
7012,10,20,4,0.61,6.3,4.9654
7013,10,20,5,0.62,6.3,4.9654
7014,10,20,6,0.71,6.3,4.9654
7015,10,20,7,0.92,6.2,4.9596
7016,10,20,8,0.98,6.6,4.982799999999999
7017,10,20,9,0.97,7.0,5.005999999999999
7018,10,20,10,0.95,7.4,5.0291999999999994
7019,10,20,11,0.93,7.6,5.0408
7020,10,20,12,0.76,8.6,5.0988
7021,10,20,13,0.75,8.7,5.1046
7022,10,20,14,0.71,8.8,5.110399999999999
7023,10,20,15,0.7,8.4,5.087199999999999
7024,10,20,16,0.69,7.9,5.058199999999999
7025,10,20,17,0.72,7.7,5.0466
7026,10,20,18,0.88,7.5,5.034999999999999
7027,10,20,19,0.72,7.3,5.0234
7028,10,20,20,0.64,6.7,4.9886
7029,10,20,21,0.62,6.6,4.982799999999999
7030,10,20,22,0.61,6.7,4.9886
7031,10,20,23,0.61,6.5,4.976999999999999
7032,10,20,24,0.61,6.5,4.976999999999999
7033,10,21,1,0.6,6.6,4.982799999999999
7034,10,21,2,0.6,6.6,4.982799999999999
7035,10,21,3,0.6,6.6,4.982799999999999
7036,10,21,4,0.61,6.2,4.9596
7037,10,21,5,0.61,6.4,4.9712
7038,10,21,6,0.62,6.3,4.9654
7039,10,21,7,0.68,5.1,4.8957999999999995
7040,10,21,8,0.76,5.9,4.9422
7041,10,21,9,0.66,7.8,5.0524
7042,10,21,10,0.65,7.9,5.058199999999999
7043,10,21,11,0.64,8.2,5.0756
7044,10,21,12,0.63,9.2,5.1335999999999995
7045,10,21,13,0.63,9.6,5.1568
7046,10,21,14,0.63,9.9,5.1742
7047,10,21,15,0.62,9.8,5.1684
7048,10,21,16,0.62,9.1,5.1278
7049,10,21,17,0.62,8.7,5.1046
7050,10,21,18,0.63,8.9,5.116199999999999
7051,10,21,19,0.62,8.7,5.1046
7052,10,21,20,0.61,8.8,5.110399999999999
7053,10,21,21,0.6,8.9,5.116199999999999
7054,10,21,22,0.59,8.8,5.110399999999999
7055,10,21,23,0.58,8.6,5.0988
7056,10,21,24,0.58,8.8,5.110399999999999
7057,10,22,1,0.58,9.2,5.1335999999999995
7058,10,22,2,0.58,9.6,5.1568
7059,10,22,3,0.58,9.6,5.1568
7060,10,22,4,0.59,10.0,5.18
7061,10,22,5,0.6,10.3,5.1974
7062,10,22,6,0.61,10.1,5.1857999999999995
7063,10,22,7,0.62,10.2,5.191599999999999
7064,10,22,8,0.63,10.7,5.220599999999999
7065,10,22,9,0.63,11.3,5.2554
7066,10,22,10,0.62,12.0,5.295999999999999
7067,10,22,11,0.62,12.1,5.3018
7068,10,22,12,0.62,12.7,5.3366
7069,10,22,13,0.61,12.9,5.348199999999999
7070,10,22,14,0.61,12.7,5.3366
7071,10,22,15,0.61,12.6,5.3308
7072,10,22,16,0.61,12.4,5.3191999999999995
7073,10,22,17,0.61,11.7,5.2786
7074,10,22,18,0.62,11.6,5.2728
