2010,mm,dd,HH,SEK/kWh,C,COP
582,1,25,6,0.9,-10.1,4.0142
583,1,25,7,1.01,-10.5,3.9909999999999997
584,1,25,8,1.55,-10.2,4.0084
585,1,25,9,1.58,-9.4,4.054799999999999
586,1,25,10,1.3,-9.3,4.060599999999999
587,1,25,11,1.2,-8.7,4.0954
588,1,25,12,1.23,-8.3,4.1186
589,1,25,13,1.12,-7.2,4.1823999999999995
590,1,25,14,1.07,-7.6,4.159199999999999
591,1,25,15,1.11,-7.1,4.188199999999999
592,1,25,16,1.2,-7.7,4.1533999999999995
593,1,25,17,1.35,-7.4,4.1708
594,1,25,18,1.56,-8.6,4.1011999999999995
595,1,25,19,1.28,-8.3,4.1186
596,1,25,20,1.13,-10.3,4.002599999999999
597,1,25,21,0.95,-12.0,3.9039999999999995
598,1,25,22,0.91,-11.7,3.9213999999999998
599,1,25,23,0.89,-14.9,3.7357999999999993
600,1,25,24,0.86,-14.2,3.7763999999999998
601,1,26,1,0.88,-13.5,3.8169999999999997
602,1,26,2,0.87,-15.6,3.6952
603,1,26,3,0.87,-12.7,3.8633999999999995
604,1,26,4,0.87,-13.8,3.7995999999999994
605,1,26,5,0.88,-13.2,3.8343999999999996
606,1,26,6,1.12,-13.5,3.8169999999999997
607,1,26,7,1.16,-14.5,3.7589999999999995
608,1,26,8,1.61,-12.0,3.9039999999999995
609,1,26,9,1.7,-10.3,4.002599999999999
610,1,26,10,1.56,-9.3,4.060599999999999
611,1,26,11,1.41,-9.6,4.0432
612,1,26,12,1.31,-8.3,4.1186
613,1,26,13,1.25,-8.1,4.130199999999999
614,1,26,14,1.24,-8.2,4.1244
615,1,26,15,1.24,-8.0,4.135999999999999
616,1,26,16,1.23,-7.6,4.159199999999999
617,1,26,17,1.59,-7.2,4.1823999999999995
618,1,26,18,1.71,-8.3,4.1186
619,1,26,19,1.53,-8.1,4.130199999999999
620,1,26,20,1.24,-8.1,4.130199999999999
621,1,26,21,1.14,-8.1,4.130199999999999
622,1,26,22,1.13,-8.3,4.1186
623,1,26,23,0.89,-8.8,4.0896
624,1,26,24,0.86,-8.8,4.0896
625,1,27,1,0.89,-8.7,4.0954
626,1,27,2,0.87,-8.8,4.0896
627,1,27,3,0.87,-8.3,4.1186
628,1,27,4,0.87,-8.3,4.1186
629,1,27,5,0.88,-8.3,4.1186
630,1,27,6,1.11,-8.2,4.1244
631,1,27,7,1.14,-7.8,4.1476
632,1,27,8,1.22,-7.3,4.1766
633,1,27,9,1.32,-6.5,4.223
634,1,27,10,1.25,-5.0,4.31
635,1,27,11,1.28,-4.6,4.3332
636,1,27,12,1.32,-4.3,4.3506
637,1,27,13,1.2,-4.1,4.3622
638,1,27,14,1.16,-3.5,4.396999999999999
639,1,27,15,1.13,-3.6,4.3911999999999995
640,1,27,16,1.14,-3.6,4.3911999999999995
641,1,27,17,1.15,-3.5,4.396999999999999
642,1,27,18,1.18,-3.4,4.4028
643,1,27,19,1.14,-3.4,4.4028
644,1,27,20,1.13,-3.5,4.396999999999999
645,1,27,21,1.1,-3.8,4.3796
646,1,27,22,1.1,-4.1,4.3622
647,1,27,23,0.87,-4.7,4.3274
648,1,27,24,0.86,-4.7,4.3274
649,1,28,1,0.87,-4.7,4.3274
650,1,28,2,0.86,-4.7,4.3274
651,1,28,3,0.86,-4.9,4.315799999999999
652,1,28,4,0.86,-5.0,4.31
653,1,28,5,0.88,-5.1,4.3042
654,1,28,6,1.12,-5.2,4.2984
655,1,28,7,1.15,-5.0,4.31
656,1,28,8,1.24,-5.2,4.2984
657,1,28,9,1.29,-5.0,4.31
658,1,28,10,1.24,-5.2,4.2984
659,1,28,11,1.22,-5.1,4.3042
660,1,28,12,1.23,-5.0,4.31
661,1,28,13,1.21,-5.0,4.31
662,1,28,14,1.17,-4.9,4.315799999999999
663,1,28,15,1.17,-5.2,4.2984
664,1,28,16,1.2,-5.0,4.31
665,1,28,17,1.41,-6.1,4.2462
666,1,28,18,1.57,-6.3,4.2345999999999995
667,1,28,19,1.47,-7.5,4.165
668,1,28,20,1.25,-8.9,4.0838
669,1,28,21,1.19,-10.3,4.002599999999999
670,1,28,22,1.2,-12.8,3.8575999999999997
671,1,28,23,0.93,-11.8,3.9155999999999995
672,1,28,24,0.9,-12.3,3.8865999999999996
673,1,29,1,0.92,-11.9,3.9097999999999997
674,1,29,2,0.92,-11.5,3.933
675,1,29,3,0.91,-11.0,3.9619999999999997
676,1,29,4,0.92,-10.7,3.9793999999999996
677,1,29,5,0.93,-10.8,3.9735999999999994
678,1,29,6,1.19,-10.7,3.9793999999999996
679,1,29,7,1.38,-11.0,3.9619999999999997
680,1,29,8,2.73,-11.6,3.9271999999999996
681,1,29,9,3.45,-12.0,3.9039999999999995
682,1,29,10,1.84,-11.5,3.933
683,1,29,11,1.72,-11.4,3.9387999999999996
684,1,29,12,1.59,-11.2,3.9503999999999997
685,1,29,13,1.66,-11.3,3.9445999999999994
686,1,29,14,1.59,-11.4,3.9387999999999996
687,1,29,15,1.42,-13.2,3.8343999999999996
688,1,29,16,1.51,-14.9,3.7357999999999993
689,1,29,17,1.53,-14.6,3.7531999999999996
690,1,29,18,1.79,-15.4,3.7067999999999994
691,1,29,19,1.48,-18.4,3.5328
692,1,29,20,1.34,-21.3,3.3645999999999994
693,1,29,21,1.18,-20.6,3.4052
694,1,29,22,1.19,-22.5,3.2949999999999995
695,1,29,23,0.93,-22.1,3.3181999999999996
696,1,29,24,0.92,-22.5,3.2949999999999995
697,1,30,1,0.96,-23.9,3.2137999999999995
698,1,30,2,0.95,-24.9,3.1557999999999997
699,1,30,3,0.95,-25.3,3.1325999999999996
700,1,30,4,0.95,-25.9,3.0977999999999994
701,1,30,5,0.95,-26.6,3.0571999999999995
702,1,30,6,1.18,-27.2,3.0223999999999993
703,1,30,7,1.19,-27.9,2.9818
704,1,30,8,1.17,-28.3,2.9585999999999997
705,1,30,9,1.17,-27.6,2.999199999999999
706,1,30,10,1.18,-27.2,3.0223999999999993
707,1,30,11,1.19,-25.4,3.1267999999999994
708,1,30,12,1.2,-22.3,3.3065999999999995
709,1,30,13,1.18,-21.5,3.3529999999999998
710,1,30,14,1.17,-17.6,3.5791999999999993
711,1,30,15,1.17,-18.5,3.5269999999999997
712,1,30,16,1.19,-18.0,3.5559999999999996
713,1,30,17,1.31,-19.3,3.4805999999999995
714,1,30,18,1.54,-18.9,3.5037999999999996
715,1,30,19,1.46,-19.3,3.4805999999999995
716,1,30,20,1.25,-16.1,3.6661999999999995
717,1,30,21,1.19,-18.8,3.5096
718,1,30,22,1.21,-17.5,3.5849999999999995
719,1,30,23,0.97,-19.5,3.4689999999999994
720,1,30,24,0.96,-18.7,3.5153999999999996
721,1,31,1,0.98,-17.8,3.5675999999999997
722,1,31,2,0.98,-17.0,3.6139999999999994
723,1,31,3,0.97,-15.5,3.7009999999999996
724,1,31,4,0.97,-15.2,3.7183999999999995
725,1,31,5,0.97,-14.7,3.7474
726,1,31,6,0.98,-14.9,3.7357999999999993
727,1,31,7,0.98,-16.4,3.6487999999999996
728,1,31,8,0.97,-18.5,3.5269999999999997
729,1,31,9,0.96,-20.8,3.3935999999999993
730,1,31,10,0.97,-18.3,3.5385999999999997
731,1,31,11,1.0,-17.6,3.5791999999999993
732,1,31,12,1.0,-16.7,3.6313999999999997
733,1,31,13,1.0,-17.4,3.5907999999999998
734,1,31,14,0.99,-15.2,3.7183999999999995
735,1,31,15,0.98,-15.1,3.7241999999999997
736,1,31,16,1.0,-14.8,3.7415999999999996
737,1,31,17,1.07,-12.2,3.8923999999999994
738,1,31,18,1.19,-11.7,3.9213999999999998
739,1,31,19,1.15,-12.7,3.8633999999999995
740,1,31,20,1.04,-11.1,3.9561999999999995
741,1,31,21,1.0,-11.0,3.9619999999999997
742,1,31,22,0.99,-10.8,3.9735999999999994
743,1,31,23,0.97,-10.0,4.02
744,1,31,24,0.96,-9.3,4.060599999999999
745,2,1,1,0.99,-8.2,4.1244
746,2,1,2,0.98,-6.8,4.2056
747,2,1,3,0.95,-4.7,4.3274
748,2,1,4,0.96,-3.8,4.3796
749,2,1,5,0.98,-3.1,4.4201999999999995
750,2,1,6,0.98,-2.9,4.4318
751,2,1,7,1.01,-2.6,4.449199999999999
752,2,1,8,1.4,-2.1,4.478199999999999
753,2,1,9,1.41,-1.7,4.501399999999999
754,2,1,10,1.28,-1.5,4.513
755,2,1,11,1.28,-1.1,4.5362
756,2,1,12,1.23,-0.9,4.5478
757,2,1,13,1.27,-0.7,4.559399999999999
758,2,1,14,1.2,-0.9,4.5478
759,2,1,15,1.15,-0.9,4.5478
760,2,1,16,1.2,-1.0,4.542
761,2,1,17,1.28,-1.0,4.542
762,2,1,18,1.46,-1.4,4.5188
763,2,1,19,1.44,-1.6,4.507199999999999
764,2,1,20,1.24,-1.5,4.513
765,2,1,21,1.08,-1.6,4.507199999999999
766,2,1,22,1.01,-1.8,4.4956
767,2,1,23,0.98,-2.0,4.484
768,2,1,24,0.95,-2.3,4.4666
769,2,2,1,0.98,-4.1,4.3622
770,2,2,2,0.99,-4.6,4.3332
771,2,2,3,0.98,-5.0,4.31
772,2,2,4,0.97,-5.8,4.263599999999999
773,2,2,5,0.99,-6.4,4.2288
774,2,2,6,1.2,-6.5,4.223
775,2,2,7,1.21,-6.6,4.2172
776,2,2,8,1.47,-6.7,4.211399999999999
777,2,2,9,1.61,-6.6,4.2172
778,2,2,10,1.43,-6.3,4.2345999999999995
779,2,2,11,1.46,-5.7,4.269399999999999
780,2,2,12,1.47,-4.9,4.315799999999999
781,2,2,13,1.36,-4.8,4.3216
782,2,2,14,1.33,-4.5,4.3389999999999995
783,2,2,15,1.26,-4.6,4.3332
784,2,2,16,1.29,-4.4,4.344799999999999
785,2,2,17,1.5,-4.1,4.3622
786,2,2,18,1.7,-4.0,4.367999999999999
787,2,2,19,1.46,-3.7,4.3854
788,2,2,20,1.3,-2.9,4.4318
789,2,2,21,1.22,-2.5,4.455
790,2,2,22,1.21,-2.0,4.484
791,2,2,23,0.97,-2.0,4.484
792,2,2,24,0.95,-2.2,4.4723999999999995
793,2,3,1,0.97,-2.1,4.478199999999999
794,2,3,2,0.96,-1.8,4.4956
795,2,3,3,0.95,-1.8,4.4956
796,2,3,4,0.95,-1.7,4.501399999999999
797,2,3,5,0.97,-1.8,4.4956
798,2,3,6,1.2,-1.8,4.4956
799,2,3,7,1.21,-1.5,4.513
800,2,3,8,1.27,-1.5,4.513
801,2,3,9,1.29,-1.1,4.5362
802,2,3,10,1.28,-0.8,4.553599999999999
803,2,3,11,1.29,-0.5,4.571
804,2,3,12,1.29,-0.4,4.5767999999999995
805,2,3,13,1.28,-0.2,4.5884
806,2,3,14,1.27,0.2,4.611599999999999
807,2,3,15,1.24,-0.5,4.571
808,2,3,16,1.27,-0.3,4.582599999999999
809,2,3,17,1.32,-0.7,4.559399999999999
810,2,3,18,1.4,-0.8,4.553599999999999
811,2,3,19,1.3,-0.6,4.5652
812,2,3,20,1.28,-0.8,4.553599999999999
813,2,3,21,1.23,-0.9,4.5478
814,2,3,22,1.21,-0.9,4.5478
815,2,3,23,0.98,-1.0,4.542
816,2,3,24,0.96,-1.1,4.5362
817,2,4,1,0.95,-1.2,4.530399999999999
818,2,4,2,0.95,-1.2,4.530399999999999
819,2,4,3,0.95,-1.3,4.5245999999999995
820,2,4,4,0.95,-1.5,4.513
821,2,4,5,0.97,-2.8,4.4376
822,2,4,6,1.19,-2.7,4.4434
823,2,4,7,1.21,-3.1,4.4201999999999995
824,2,4,8,1.26,-3.0,4.425999999999999
825,2,4,9,1.26,-2.9,4.4318
826,2,4,10,1.26,-2.5,4.455
827,2,4,11,1.26,-2.1,4.478199999999999
828,2,4,12,1.27,-2.1,4.478199999999999
829,2,4,13,1.26,-1.4,4.5188
830,2,4,14,1.25,-0.5,4.571
831,2,4,15,1.24,-0.8,4.553599999999999
832,2,4,16,1.24,-0.8,4.553599999999999
833,2,4,17,1.26,-1.0,4.542
834,2,4,18,1.29,-1.8,4.4956
835,2,4,19,1.28,-2.0,4.484
836,2,4,20,1.24,-2.3,4.4666
837,2,4,21,1.22,-2.5,4.455
838,2,4,22,1.22,-3.1,4.4201999999999995
839,2,4,23,0.99,-4.9,4.315799999999999
840,2,4,24,0.97,-7.9,4.1418
841,2,5,1,0.94,-10.7,3.9793999999999996
842,2,5,2,0.93,-8.3,4.1186
843,2,5,3,0.93,-9.5,4.0489999999999995
844,2,5,4,0.93,-9.3,4.060599999999999
845,2,5,5,0.95,-11.0,3.9619999999999997
846,2,5,6,1.18,-12.0,3.9039999999999995
847,2,5,7,1.2,-12.6,3.8691999999999998
848,2,5,8,1.24,-13.1,3.8401999999999994
849,2,5,9,1.25,-9.4,4.054799999999999
850,2,5,10,1.23,-8.6,4.1011999999999995
851,2,5,11,1.22,-5.9,4.2578
852,2,5,12,1.21,-4.6,4.3332
853,2,5,13,1.21,-4.1,4.3622
854,2,5,14,1.2,-5.8,4.263599999999999
855,2,5,15,1.2,-1.5,4.513
856,2,5,16,1.19,-2.0,4.484
857,2,5,17,1.2,-2.2,4.4723999999999995
858,2,5,18,1.21,-2.6,4.449199999999999
859,2,5,19,1.21,-1.6,4.507199999999999
860,2,5,20,1.2,-1.7,4.501399999999999
861,2,5,21,1.19,-2.0,4.484
862,2,5,22,1.18,-1.7,4.501399999999999
863,2,5,23,0.95,-1.8,4.4956
864,2,5,24,0.92,-2.1,4.478199999999999
865,2,6,1,0.9,-2.2,4.4723999999999995
866,2,6,2,0.88,-2.6,4.449199999999999
867,2,6,3,0.87,-2.4,4.4608
868,2,6,4,0.87,-2.5,4.455
869,2,6,5,0.88,-3.2,4.4144
870,2,6,6,1.12,-3.0,4.425999999999999
871,2,6,7,1.13,-2.3,4.4666
872,2,6,8,1.13,-2.3,4.4666
873,2,6,9,1.13,-2.2,4.4723999999999995
874,2,6,10,1.15,-2.1,4.478199999999999
875,2,6,11,1.17,-2.2,4.4723999999999995
876,2,6,12,1.17,-2.3,4.4666
877,2,6,13,1.16,-2.3,4.4666
878,2,6,14,1.15,-2.4,4.4608
879,2,6,15,1.15,-2.7,4.4434
880,2,6,16,1.16,-3.1,4.4201999999999995
881,2,6,17,1.18,-3.0,4.425999999999999
882,2,6,18,1.21,-3.3,4.4086
883,2,6,19,1.2,-3.4,4.4028
884,2,6,20,1.18,-3.6,4.3911999999999995
885,2,6,21,1.17,-3.4,4.4028
886,2,6,22,1.17,-3.7,4.3854
887,2,6,23,0.94,-3.6,4.3911999999999995
888,2,6,24,0.92,-4.0,4.367999999999999
889,2,7,1,0.92,-4.2,4.3564
890,2,7,2,0.91,-4.1,4.3622
891,2,7,3,0.9,-4.2,4.3564
892,2,7,4,0.89,-4.0,4.367999999999999
893,2,7,5,0.9,-3.8,4.3796
894,2,7,6,0.92,-3.9,4.373799999999999
895,2,7,7,0.93,-4.0,4.367999999999999
896,2,7,8,0.92,-4.0,4.367999999999999
897,2,7,9,0.92,-4.0,4.367999999999999
898,2,7,10,0.94,-4.0,4.367999999999999
899,2,7,11,0.95,-3.9,4.373799999999999
900,2,7,12,0.95,-3.8,4.3796
901,2,7,13,0.95,-3.8,4.3796
902,2,7,14,0.93,-3.5,4.396999999999999
903,2,7,15,0.92,-3.4,4.4028
904,2,7,16,0.94,-3.7,4.3854
905,2,7,17,0.96,-4.1,4.3622
906,2,7,18,0.99,-4.6,4.3332
907,2,7,19,0.99,-4.8,4.3216
908,2,7,20,0.98,-5.1,4.3042
909,2,7,21,0.96,-5.1,4.3042
910,2,7,22,0.96,-5.3,4.292599999999999
911,2,7,23,0.95,-5.7,4.269399999999999
912,2,7,24,0.93,-5.6,4.2752
913,2,8,1,0.93,-5.7,4.269399999999999
914,2,8,2,0.93,-5.6,4.2752
915,2,8,3,0.92,-5.7,4.269399999999999
916,2,8,4,0.94,-5.7,4.269399999999999
917,2,8,5,0.96,-5.8,4.263599999999999
918,2,8,6,0.99,-5.9,4.2578
919,2,8,7,1.0,-5.9,4.2578
920,2,8,8,1.08,-5.9,4.2578
921,2,8,9,1.08,-6.0,4.252
922,2,8,10,1.05,-5.9,4.2578
923,2,8,11,1.04,-5.3,4.292599999999999
924,2,8,12,1.04,-4.5,4.3389999999999995
925,2,8,13,1.03,-4.6,4.3332
926,2,8,14,1.0,-4.6,4.3332
927,2,8,15,1.0,-4.6,4.3332
928,2,8,16,1.0,-4.3,4.3506
929,2,8,17,1.03,-4.4,4.344799999999999
930,2,8,18,1.05,-4.3,4.3506
931,2,8,19,1.11,-4.3,4.3506
932,2,8,20,1.04,-4.0,4.367999999999999
933,2,8,21,0.99,-5.1,4.3042
934,2,8,22,0.99,-5.4,4.2867999999999995
935,2,8,23,0.96,-5.4,4.2867999999999995
936,2,8,24,0.95,-4.8,4.3216
937,2,9,1,0.95,-4.9,4.315799999999999
938,2,9,2,0.95,-5.1,4.3042
939,2,9,3,0.95,-5.1,4.3042
940,2,9,4,0.95,-5.1,4.3042
941,2,9,5,0.96,-4.9,4.315799999999999
942,2,9,6,1.19,-5.5,4.281
943,2,9,7,1.22,-5.7,4.269399999999999
944,2,9,8,1.28,-5.1,4.3042
945,2,9,9,1.32,-5.3,4.292599999999999
946,2,9,10,1.26,-5.5,4.281
947,2,9,11,1.26,-5.2,4.2984
948,2,9,12,1.25,-4.9,4.315799999999999
949,2,9,13,1.25,-4.8,4.3216
950,2,9,14,1.24,-4.6,4.3332
951,2,9,15,1.24,-4.8,4.3216
952,2,9,16,1.23,-4.8,4.3216
953,2,9,17,1.26,-4.9,4.315799999999999
954,2,9,18,1.37,-4.9,4.315799999999999
955,2,9,19,1.46,-5.0,4.31
956,2,9,20,1.31,-5.4,4.2867999999999995
957,2,9,21,1.23,-5.6,4.2752
958,2,9,22,1.21,-5.4,4.2867999999999995
959,2,9,23,0.97,-5.1,4.3042
960,2,9,24,0.95,-5.0,4.31
961,2,10,1,0.95,-4.8,4.3216
962,2,10,2,0.94,-4.6,4.3332
963,2,10,3,0.93,-4.8,4.3216
964,2,10,4,0.94,-5.3,4.292599999999999
965,2,10,5,0.94,-5.3,4.292599999999999
966,2,10,6,1.17,-5.1,4.3042
967,2,10,7,1.19,-5.2,4.2984
968,2,10,8,1.24,-5.2,4.2984
969,2,10,9,1.25,-5.2,4.2984
970,2,10,10,1.26,-4.9,4.315799999999999
971,2,10,11,1.25,-4.6,4.3332
972,2,10,12,1.25,-4.3,4.3506
973,2,10,13,1.22,-4.0,4.367999999999999
974,2,10,14,1.21,-4.2,4.3564
975,2,10,15,1.21,-4.4,4.344799999999999
976,2,10,16,1.21,-4.0,4.367999999999999
977,2,10,17,1.22,-4.5,4.3389999999999995
978,2,10,18,1.25,-4.6,4.3332
979,2,10,19,1.26,-4.9,4.315799999999999
980,2,10,20,1.22,-7.7,4.1533999999999995
981,2,10,21,1.2,-9.4,4.054799999999999
982,2,10,22,1.19,-7.2,4.1823999999999995
983,2,10,23,0.97,-8.4,4.1128
984,2,10,24,0.96,-8.1,4.130199999999999
985,2,11,1,0.95,-8.4,4.1128
986,2,11,2,0.94,-8.0,4.135999999999999
987,2,11,3,0.93,-9.7,4.0374
988,2,11,4,0.94,-10.3,4.002599999999999
989,2,11,5,0.95,-13.5,3.8169999999999997
990,2,11,6,1.18,-14.8,3.7415999999999996
991,2,11,7,1.2,-14.7,3.7474
992,2,11,8,1.56,-16.8,3.6255999999999995
993,2,11,9,1.58,-16.2,3.6603999999999997
994,2,11,10,1.58,-13.1,3.8401999999999994
995,2,11,11,1.39,-11.8,3.9155999999999995
996,2,11,12,1.28,-6.9,4.1998
997,2,11,13,1.25,-7.2,4.1823999999999995
998,2,11,14,1.24,-5.7,4.269399999999999
999,2,11,15,1.22,-6.0,4.252
1000,2,11,16,1.24,-8.3,4.1186
1001,2,11,17,1.32,-9.2,4.0664
1002,2,11,18,1.67,-9.9,4.025799999999999
1003,2,11,19,1.6,-15.1,3.7241999999999997
1004,2,11,20,1.38,-12.4,3.8808
1005,2,11,21,1.23,-15.4,3.7067999999999994
1006,2,11,22,1.21,-13.9,3.7937999999999996
1007,2,11,23,0.98,-11.7,3.9213999999999998
1008,2,11,24,0.96,-10.5,3.9909999999999997
1009,2,12,1,0.97,-8.4,4.1128
1010,2,12,2,0.97,-7.4,4.1708
1011,2,12,3,0.96,-7.7,4.1533999999999995
1012,2,12,4,0.97,-7.5,4.165
1013,2,12,5,0.97,-7.9,4.1418
1014,2,12,6,1.2,-7.9,4.1418
1015,2,12,7,1.27,-7.8,4.1476
1016,2,12,8,1.63,-6.9,4.1998
1017,2,12,9,1.61,-5.5,4.281
1018,2,12,10,1.54,-4.8,4.3216
1019,2,12,11,1.37,-4.6,4.3332
1020,2,12,12,1.3,-4.1,4.3622
1021,2,12,13,1.24,-3.6,4.3911999999999995
1022,2,12,14,1.21,-3.7,4.3854
1023,2,12,15,1.2,-4.0,4.367999999999999
1024,2,12,16,1.2,-4.2,4.3564
1025,2,12,17,1.21,-4.3,4.3506
1026,2,12,18,1.24,-4.2,4.3564
1027,2,12,19,1.24,-4.2,4.3564
1028,2,12,20,1.22,-4.5,4.3389999999999995
1029,2,12,21,1.2,-5.1,4.3042
1030,2,12,22,1.19,-5.5,4.281
1031,2,12,23,0.97,-5.6,4.2752
1032,2,12,24,0.97,-5.7,4.269399999999999
1033,2,13,1,0.99,-5.9,4.2578
1034,2,13,2,0.98,-5.9,4.2578
1035,2,13,3,0.98,-6.0,4.252
1036,2,13,4,0.98,-6.2,4.240399999999999
1037,2,13,5,0.98,-6.4,4.2288
1038,2,13,6,1.21,-6.6,4.2172
1039,2,13,7,1.22,-6.6,4.2172
1040,2,13,8,1.21,-6.7,4.211399999999999
1041,2,13,9,1.22,-6.7,4.211399999999999
1042,2,13,10,1.22,-6.5,4.223
1043,2,13,11,1.23,-6.0,4.252
1044,2,13,12,1.22,-5.7,4.269399999999999
1045,2,13,13,1.21,-5.5,4.281
1046,2,13,14,1.2,-5.4,4.2867999999999995
1047,2,13,15,1.19,-5.4,4.2867999999999995
1048,2,13,16,1.2,-5.4,4.2867999999999995
1049,2,13,17,1.23,-5.6,4.2752
1050,2,13,18,1.34,-5.9,4.2578
1051,2,13,19,1.38,-5.9,4.2578
1052,2,13,20,1.28,-6.0,4.252
1053,2,13,21,1.23,-5.9,4.2578
1054,2,13,22,1.22,-5.8,4.263599999999999
1055,2,13,23,1.01,-6.1,4.2462
1056,2,13,24,0.99,-6.1,4.2462
1057,2,14,1,1.01,-6.4,4.2288
1058,2,14,2,0.99,-6.6,4.2172
1059,2,14,3,0.98,-6.7,4.211399999999999
1060,2,14,4,0.98,-7.2,4.1823999999999995
1061,2,14,5,0.98,-7.6,4.159199999999999
1062,2,14,6,0.99,-8.3,4.1186
1063,2,14,7,1.0,-8.9,4.0838
1064,2,14,8,1.0,-9.4,4.054799999999999
1065,2,14,9,1.01,-9.9,4.025799999999999
1066,2,14,10,1.01,-9.1,4.0722
1067,2,14,11,1.01,-8.6,4.1011999999999995
1068,2,14,12,1.0,-7.5,4.165
1069,2,14,13,1.0,-5.4,4.2867999999999995
1070,2,14,14,0.99,-6.6,4.2172
1071,2,14,15,0.98,-5.3,4.292599999999999
1072,2,14,16,0.98,-6.2,4.240399999999999
1073,2,14,17,1.01,-7.9,4.1418
1074,2,14,18,1.07,-11.0,3.9619999999999997
1075,2,14,19,1.08,-11.2,3.9503999999999997
1076,2,14,20,1.05,-11.4,3.9387999999999996
1077,2,14,21,1.03,-10.0,4.02
1078,2,14,22,1.03,-8.7,4.0954
1079,2,14,23,1.0,-7.8,4.1476
1080,2,14,24,0.98,-7.3,4.1766
1081,2,15,1,1.0,-6.8,4.2056
1082,2,15,2,0.99,-6.9,4.1998
1083,2,15,3,0.99,-6.2,4.240399999999999
1084,2,15,4,1.0,-6.4,4.2288
1085,2,15,5,1.01,-6.7,4.211399999999999
1086,2,15,6,1.03,-6.8,4.2056
1087,2,15,7,1.1,-6.8,4.2056
1088,2,15,8,1.83,-6.8,4.2056
1089,2,15,9,2.27,-6.8,4.2056
1090,2,15,10,1.49,-6.6,4.2172
1091,2,15,11,1.37,-6.1,4.2462
1092,2,15,12,1.24,-5.6,4.2752
1093,2,15,13,1.12,-5.0,4.31
1094,2,15,14,1.05,-4.4,4.344799999999999
1095,2,15,15,1.04,-4.8,4.3216
1096,2,15,16,1.03,-4.5,4.3389999999999995
1097,2,15,17,1.08,-4.7,4.3274
1098,2,15,18,1.58,-4.7,4.3274
1099,2,15,19,1.56,-4.6,4.3332
1100,2,15,20,1.27,-4.6,4.3332
1101,2,15,21,1.04,-4.3,4.3506
1102,2,15,22,1.03,-4.3,4.3506
1103,2,15,23,1.0,-4.3,4.3506
1104,2,15,24,0.99,-4.1,4.3622
1105,2,16,1,1.01,-3.9,4.373799999999999
1106,2,16,2,1.0,-4.3,4.3506
1107,2,16,3,1.0,-4.4,4.344799999999999
1108,2,16,4,1.0,-4.6,4.3332
1109,2,16,5,1.01,-4.7,4.3274
1110,2,16,6,1.24,-4.7,4.3274
1111,2,16,7,1.25,-4.8,4.3216
1112,2,16,8,1.46,-4.8,4.3216
1113,2,16,9,1.58,-4.6,4.3332
1114,2,16,10,1.42,-4.1,4.3622
1115,2,16,11,1.36,-3.2,4.4144
1116,2,16,12,1.33,-2.6,4.449199999999999
1117,2,16,13,1.28,-2.1,4.478199999999999
1118,2,16,14,1.25,-2.0,4.484
1119,2,16,15,1.25,-2.2,4.4723999999999995
1120,2,16,16,1.25,-2.1,4.478199999999999
1121,2,16,17,1.27,-2.4,4.4608
1122,2,16,18,1.59,-3.5,4.396999999999999
1123,2,16,19,1.63,-4.1,4.3622
1124,2,16,20,1.39,-4.6,4.3332
1125,2,16,21,1.25,-4.4,4.344799999999999
1126,2,16,22,1.25,-4.7,4.3274
1127,2,16,23,1.02,-5.0,4.31
1128,2,16,24,1.0,-5.3,4.292599999999999
1129,2,17,1,1.02,-5.5,4.281
1130,2,17,2,1.01,-5.6,4.2752
1131,2,17,3,1.0,-5.6,4.2752
1132,2,17,4,1.0,-5.9,4.2578
1133,2,17,5,1.02,-5.6,4.2752
1134,2,17,6,1.24,-5.4,4.2867999999999995
1135,2,17,7,1.27,-6.2,4.240399999999999
1136,2,17,8,1.32,-6.1,4.2462
1137,2,17,9,1.34,-5.3,4.292599999999999
1138,2,17,10,1.3,-4.1,4.3622
1139,2,17,11,1.29,-3.7,4.3854
1140,2,17,12,1.29,-3.2,4.4144
1141,2,17,13,1.28,-3.0,4.425999999999999
1142,2,17,14,1.27,-3.0,4.425999999999999
1143,2,17,15,1.27,-3.0,4.425999999999999
1144,2,17,16,1.27,-3.0,4.425999999999999
1145,2,17,17,1.28,-3.3,4.4086
1146,2,17,18,1.38,-3.4,4.4028
1147,2,17,19,1.43,-3.5,4.396999999999999
1148,2,17,20,1.34,-3.7,4.3854
1149,2,17,21,1.27,-3.9,4.373799999999999
1150,2,17,22,1.26,-4.1,4.3622
1151,2,17,23,1.02,-4.1,4.3622
1152,2,17,24,1.01,-4.1,4.3622
1153,2,18,1,1.04,-4.1,4.3622
1154,2,18,2,1.03,-4.3,4.3506
1155,2,18,3,1.02,-4.4,4.344799999999999
1156,2,18,4,1.03,-4.5,4.3389999999999995
1157,2,18,5,1.04,-4.8,4.3216
1158,2,18,6,1.26,-5.2,4.2984
1159,2,18,7,1.31,-5.5,4.281
1160,2,18,8,1.49,-5.8,4.263599999999999
1161,2,18,9,1.45,-5.8,4.263599999999999
1162,2,18,10,1.38,-5.5,4.281
1163,2,18,11,1.37,-5.3,4.292599999999999
1164,2,18,12,1.38,-4.9,4.315799999999999
1165,2,18,13,1.36,-4.2,4.3564
1166,2,18,14,1.34,-3.9,4.373799999999999
