2010,mm,dd,HH,SEK/kWh,C,COP
4336,6,30,16,0.89,20.7,5.800599999999999
4337,6,30,17,0.88,21.2,5.829599999999999
4338,6,30,18,0.88,20.2,5.771599999999999
4339,6,30,19,0.88,19.2,5.7136
4340,6,30,20,0.86,18.0,5.644
4341,6,30,21,0.85,16.0,5.528
4342,6,30,22,0.85,13.8,5.400399999999999
4343,6,30,23,0.87,12.5,5.324999999999999
4344,6,30,24,0.84,12.0,5.295999999999999
4345,7,1,1,0.8,11.5,5.2669999999999995
4346,7,1,2,0.78,10.6,5.214799999999999
4347,7,1,3,0.77,12.7,5.3366
4348,7,1,4,0.77,13.2,5.3656
4349,7,1,5,0.77,13.2,5.3656
4350,7,1,6,0.77,14.4,5.4352
4351,7,1,7,0.85,14.7,5.4525999999999994
4352,7,1,8,0.88,15.4,5.4932
4353,7,1,9,0.9,16.9,5.5802
4354,7,1,10,0.91,17.4,5.6091999999999995
4355,7,1,11,0.92,19.1,5.7078
4356,7,1,12,0.92,18.6,5.6788
4357,7,1,13,0.92,19.2,5.7136
4358,7,1,14,0.92,20.5,5.789
4359,7,1,15,0.9,21.3,5.8354
4360,7,1,16,0.89,21.1,5.8238
4361,7,1,17,0.89,21.4,5.8412
4362,7,1,18,0.89,21.2,5.829599999999999
4363,7,1,19,0.89,20.4,5.7832
4364,7,1,20,0.88,19.7,5.7425999999999995
4365,7,1,21,0.87,16.9,5.5802
4366,7,1,22,0.86,14.6,5.4468
4367,7,1,23,0.87,12.2,5.3076
4368,7,1,24,0.85,11.7,5.2786
4369,7,2,1,0.81,10.7,5.220599999999999
4370,7,2,2,0.78,10.2,5.191599999999999
4371,7,2,3,0.77,10.0,5.18
4372,7,2,4,0.77,10.2,5.191599999999999
4373,7,2,5,0.72,11.1,5.243799999999999
4374,7,2,6,0.8,14.5,5.441
4375,7,2,7,0.85,17.2,5.5976
4376,7,2,8,0.89,18.9,5.696199999999999
4377,7,2,9,0.9,20.8,5.8064
4378,7,2,10,0.91,21.7,5.858599999999999
4379,7,2,11,0.92,23.6,5.9688
4380,7,2,12,0.92,23.8,5.9803999999999995
4381,7,2,13,0.91,23.7,5.9746
4382,7,2,14,0.9,24.7,6.0325999999999995
4383,7,2,15,0.89,25.7,6.090599999999999
4384,7,2,16,0.88,26.2,6.1196
4385,7,2,17,0.88,26.2,6.1196
4386,7,2,18,0.88,24.7,6.0325999999999995
4387,7,2,19,0.88,24.0,5.992
4388,7,2,20,0.86,23.5,5.962999999999999
4389,7,2,21,0.86,20.7,5.800599999999999
4390,7,2,22,0.85,19.1,5.7078
4391,7,2,23,0.86,17.8,5.6324
4392,7,2,24,0.82,15.4,5.4932
4393,7,3,1,0.79,15.4,5.4932
4394,7,3,2,0.76,15.5,5.499
4395,7,3,3,0.75,13.9,5.4062
4396,7,3,4,0.74,14.9,5.4642
4397,7,3,5,0.73,16.9,5.5802
4398,7,3,6,0.67,18.7,5.6846
4399,7,3,7,0.68,20.6,5.7947999999999995
4400,7,3,8,0.75,22.5,5.904999999999999
4401,7,3,9,0.82,24.4,6.0152
4402,7,3,10,0.86,25.9,6.1022
4403,7,3,11,0.87,26.7,6.1486
4404,7,3,12,0.87,28.1,6.2298
4405,7,3,13,0.87,29.6,6.3168
4406,7,3,14,0.85,30.0,6.34
4407,7,3,15,0.81,30.0,6.34
4408,7,3,16,0.8,28.9,6.276199999999999
4409,7,3,17,0.79,28.7,6.2646
4410,7,3,18,0.81,28.9,6.276199999999999
4411,7,3,19,0.81,27.6,6.2008
4412,7,3,20,0.81,25.3,6.067399999999999
4413,7,3,21,0.78,24.3,6.009399999999999
4414,7,3,22,0.77,23.2,5.9456
4415,7,3,23,0.81,21.0,5.818
4416,7,3,24,0.78,18.7,5.6846
4417,7,4,1,0.81,19.9,5.754199999999999
4418,7,4,2,0.81,17.9,5.638199999999999
4419,7,4,3,0.79,17.4,5.6091999999999995
4420,7,4,4,0.78,16.5,5.5569999999999995
4421,7,4,5,0.76,17.6,5.6208
4422,7,4,6,0.77,18.8,5.6903999999999995
4423,7,4,7,0.76,20.3,5.7774
4424,7,4,8,0.79,21.7,5.858599999999999
4425,7,4,9,0.8,23.3,5.9514
4426,7,4,10,0.84,24.8,6.038399999999999
4427,7,4,11,0.85,25.9,6.1022
4428,7,4,12,0.85,26.9,6.1602
4429,7,4,13,0.85,27.0,6.1659999999999995
4430,7,4,14,0.85,28.3,6.2414
4431,7,4,15,0.84,28.6,6.2588
4432,7,4,16,0.84,28.9,6.276199999999999
4433,7,4,17,0.83,28.6,6.2588
4434,7,4,18,0.83,26.2,6.1196
4435,7,4,19,0.83,25.1,6.0558
4436,7,4,20,0.83,22.9,5.9281999999999995
4437,7,4,21,0.82,19.6,5.7368
4438,7,4,22,0.86,17.7,5.6266
4439,7,4,23,0.88,17.9,5.638199999999999
4440,7,4,24,0.84,18.2,5.6556
4441,7,5,1,0.81,18.3,5.6613999999999995
4442,7,5,2,0.79,17.8,5.6324
4443,7,5,3,0.76,16.9,5.5802
4444,7,5,4,0.74,16.8,5.5744
4445,7,5,5,0.72,16.8,5.5744
4446,7,5,6,0.8,17.0,5.585999999999999
4447,7,5,7,0.86,18.0,5.644
4448,7,5,8,0.88,19.1,5.7078
4449,7,5,9,0.93,19.1,5.7078
4450,7,5,10,0.97,21.1,5.8238
4451,7,5,11,1.01,23.0,5.933999999999999
4452,7,5,12,1.03,23.2,5.9456
4453,7,5,13,1.0,24.0,5.992
4454,7,5,14,0.99,25.0,6.05
4455,7,5,15,0.97,25.2,6.061599999999999
4456,7,5,16,0.93,23.8,5.9803999999999995
4457,7,5,17,0.92,23.2,5.9456
4458,7,5,18,0.88,23.0,5.933999999999999
4459,7,5,19,0.88,22.2,5.8876
4460,7,5,20,0.87,21.3,5.8354
4461,7,5,21,0.85,19.7,5.7425999999999995
4462,7,5,22,0.84,19.5,5.731
4463,7,5,23,0.86,17.8,5.6324
4464,7,5,24,0.83,16.6,5.562799999999999
4465,7,6,1,0.79,15.9,5.5222
4466,7,6,2,0.78,15.6,5.5047999999999995
4467,7,6,3,0.77,15.5,5.499
4468,7,6,4,0.77,15.1,5.4758
4469,7,6,5,0.77,14.4,5.4352
4470,7,6,6,0.79,14.3,5.429399999999999
4471,7,6,7,0.83,14.6,5.4468
4472,7,6,8,0.86,15.2,5.481599999999999
4473,7,6,9,0.9,16.2,5.5396
4474,7,6,10,0.9,18.3,5.6613999999999995
4475,7,6,11,0.92,18.6,5.6788
4476,7,6,12,0.94,19.0,5.702
4477,7,6,13,0.92,19.6,5.7368
4478,7,6,14,0.91,20.2,5.771599999999999
4479,7,6,15,0.9,20.1,5.7658
4480,7,6,16,0.89,20.1,5.7658
4481,7,6,17,0.87,20.5,5.789
4482,7,6,18,0.86,20.2,5.771599999999999
4483,7,6,19,0.87,19.3,5.7194
4484,7,6,20,0.86,19.3,5.7194
4485,7,6,21,0.85,19.3,5.7194
4486,7,6,22,0.84,19.3,5.7194
4487,7,6,23,0.86,19.3,5.7194
4488,7,6,24,0.81,19.3,5.7194
4489,7,7,1,0.79,19.3,5.7194
4490,7,7,2,0.79,19.3,5.7194
4491,7,7,3,0.78,12.3,5.3134
4492,7,7,4,0.77,12.3,5.3134
4493,7,7,5,0.77,13.0,5.353999999999999
4494,7,7,6,0.78,14.4,5.4352
4495,7,7,7,0.82,15.6,5.5047999999999995
4496,7,7,8,0.87,17.1,5.5918
4497,7,7,9,0.92,18.7,5.6846
4498,7,7,10,0.93,19.9,5.754199999999999
4499,7,7,11,0.96,20.7,5.800599999999999
4500,7,7,12,1.01,21.9,5.8702
4501,7,7,13,0.98,22.2,5.8876
4502,7,7,14,0.95,22.7,5.9166
4503,7,7,15,0.95,23.0,5.933999999999999
4504,7,7,16,0.93,23.0,5.933999999999999
4505,7,7,17,0.91,22.5,5.904999999999999
4506,7,7,18,0.92,22.0,5.8759999999999994
4507,7,7,19,0.91,20.7,5.800599999999999
4508,7,7,20,0.89,18.3,5.6613999999999995
4509,7,7,21,0.86,17.7,5.6266
4510,7,7,22,0.84,15.7,5.510599999999999
4511,7,7,23,0.86,14.8,5.458399999999999
4512,7,7,24,0.82,13.3,5.3713999999999995
4513,7,8,1,0.81,12.5,5.324999999999999
4514,7,8,2,0.79,12.1,5.3018
4515,7,8,3,0.77,10.1,5.1857999999999995
4516,7,8,4,0.76,11.4,5.2612
4517,7,8,5,0.73,12.9,5.348199999999999
4518,7,8,6,0.76,15.7,5.510599999999999
4519,7,8,7,0.82,17.8,5.6324
4520,7,8,8,0.87,21.0,5.818
4521,7,8,9,0.91,21.1,5.8238
4522,7,8,10,0.93,22.1,5.8818
4523,7,8,11,0.96,22.2,5.8876
4524,7,8,12,0.96,22.5,5.904999999999999
4525,7,8,13,0.97,23.8,5.9803999999999995
4526,7,8,14,0.97,24.5,6.021
4527,7,8,15,0.96,24.9,6.0442
4528,7,8,16,0.93,24.1,5.9978
4529,7,8,17,0.89,21.6,5.8528
4530,7,8,18,0.88,21.5,5.8469999999999995
4531,7,8,19,0.88,21.2,5.829599999999999
4532,7,8,20,0.88,20.1,5.7658
4533,7,8,21,0.87,19.6,5.7368
4534,7,8,22,0.87,18.3,5.6613999999999995
4535,7,8,23,0.87,17.0,5.585999999999999
4536,7,8,24,0.85,16.1,5.533799999999999
4537,7,9,1,0.82,16.5,5.5569999999999995
4538,7,9,2,0.8,16.0,5.528
4539,7,9,3,0.79,14.1,5.4178
4540,7,9,4,0.78,14.1,5.4178
4541,7,9,5,0.78,15.0,5.47
4542,7,9,6,0.81,17.1,5.5918
4543,7,9,7,0.85,18.2,5.6556
4544,7,9,8,0.87,18.7,5.6846
4545,7,9,9,0.89,20.3,5.7774
4546,7,9,10,0.91,20.1,5.7658
4547,7,9,11,0.92,21.1,5.8238
4548,7,9,12,0.92,22.4,5.8991999999999996
4549,7,9,13,0.93,22.9,5.9281999999999995
4550,7,9,14,0.91,24.0,5.992
4551,7,9,15,0.88,24.9,6.0442
4552,7,9,16,0.88,25.2,6.061599999999999
4553,7,9,17,0.87,25.3,6.067399999999999
4554,7,9,18,0.87,24.4,6.0152
4555,7,9,19,0.87,22.6,5.9108
4556,7,9,20,0.87,21.9,5.8702
4557,7,9,21,0.86,18.7,5.6846
4558,7,9,22,0.86,16.5,5.5569999999999995
4559,7,9,23,0.87,15.3,5.4874
4560,7,9,24,0.85,14.4,5.4352
4561,7,10,1,0.82,13.5,5.383
4562,7,10,2,0.8,12.0,5.295999999999999
4563,7,10,3,0.79,11.7,5.2786
4564,7,10,4,0.76,11.9,5.2902
4565,7,10,5,0.75,13.4,5.3772
4566,7,10,6,0.74,17.4,5.6091999999999995
4567,7,10,7,0.75,19.9,5.754199999999999
4568,7,10,8,0.78,22.7,5.9166
4569,7,10,9,0.83,24.1,5.9978
4570,7,10,10,0.87,26.6,6.142799999999999
4571,7,10,11,0.87,28.1,6.2298
4572,7,10,12,0.87,30.1,6.3458
4573,7,10,13,0.87,30.9,6.3922
4574,7,10,14,0.87,31.1,6.4037999999999995
4575,7,10,15,0.85,31.4,6.4212
4576,7,10,16,0.84,31.0,6.398
4577,7,10,17,0.83,30.3,6.3574
4578,7,10,18,0.83,28.1,6.2298
4579,7,10,19,0.85,27.3,6.1834
4580,7,10,20,0.84,25.1,6.0558
4581,7,10,21,0.82,23.1,5.9398
4582,7,10,22,0.82,22.1,5.8818
4583,7,10,23,0.86,18.8,5.6903999999999995
4584,7,10,24,0.81,17.7,5.6266
4585,7,11,1,0.81,16.4,5.5512
4586,7,11,2,0.79,15.4,5.4932
4587,7,11,3,0.77,15.6,5.5047999999999995
4588,7,11,4,0.75,15.2,5.481599999999999
4589,7,11,5,0.75,16.0,5.528
4590,7,11,6,0.7,19.9,5.754199999999999
4591,7,11,7,0.73,22.4,5.8991999999999996
4592,7,11,8,0.76,23.8,5.9803999999999995
4593,7,11,9,0.77,25.5,6.079
4594,7,11,10,0.77,27.7,6.2066
4595,7,11,11,0.79,29.4,6.305199999999999
4596,7,11,12,0.83,30.2,6.3515999999999995
4597,7,11,13,0.83,32.4,6.4792
4598,7,11,14,0.81,31.7,6.438599999999999
4599,7,11,15,0.79,31.7,6.438599999999999
4600,7,11,16,0.8,32.4,6.4792
4601,7,11,17,0.8,33.2,6.5256
4602,7,11,18,0.81,31.8,6.4444
4603,7,11,19,0.83,27.2,6.1776
4604,7,11,20,0.85,25.9,6.1022
4605,7,11,21,0.83,25.1,6.0558
4606,7,11,22,0.83,22.7,5.9166
4607,7,11,23,0.86,22.2,5.8876
4608,7,11,24,0.85,20.5,5.789
4609,7,12,1,0.79,19.8,5.7484
4610,7,12,2,0.78,20.1,5.7658
4611,7,12,3,0.75,19.4,5.725199999999999
4612,7,12,4,0.75,18.6,5.6788
4613,7,12,5,0.75,20.0,5.76
4614,7,12,6,0.79,20.5,5.789
4615,7,12,7,0.84,23.2,5.9456
4616,7,12,8,0.86,23.9,5.9862
4617,7,12,9,0.87,25.0,6.05
4618,7,12,10,0.87,25.0,6.05
4619,7,12,11,0.87,26.2,6.1196
4620,7,12,12,0.87,26.5,6.137
4621,7,12,13,0.87,27.9,6.2181999999999995
4622,7,12,14,0.87,28.8,6.2703999999999995
4623,7,12,15,0.87,29.5,6.311
4624,7,12,16,0.87,29.6,6.3168
4625,7,12,17,0.87,28.7,6.2646
4626,7,12,18,0.87,28.3,6.2414
4627,7,12,19,0.87,27.1,6.171799999999999
4628,7,12,20,0.86,25.7,6.090599999999999
4629,7,12,21,0.85,23.9,5.9862
4630,7,12,22,0.84,22.6,5.9108
4631,7,12,23,0.85,22.3,5.8934
4632,7,12,24,0.8,21.7,5.858599999999999
4633,7,13,1,0.8,20.5,5.789
4634,7,13,2,0.79,20.0,5.76
4635,7,13,3,0.77,19.0,5.702
4636,7,13,4,0.75,19.3,5.7194
4637,7,13,5,0.75,20.7,5.800599999999999
4638,7,13,6,0.77,22.3,5.8934
4639,7,13,7,0.81,24.8,6.038399999999999
4640,7,13,8,0.85,26.9,6.1602
4641,7,13,9,0.86,28.1,6.2298
4642,7,13,10,0.87,28.8,6.2703999999999995
4643,7,13,11,0.87,30.4,6.3632
4644,7,13,12,0.89,30.5,6.369
4645,7,13,13,0.87,31.5,6.427
4646,7,13,14,0.87,30.5,6.369
4647,7,13,15,0.87,30.5,6.369
4648,7,13,16,0.87,20.1,5.7658
4649,7,13,17,0.86,19.4,5.725199999999999
4650,7,13,18,0.87,19.2,5.7136
4651,7,13,19,0.87,19.6,5.7368
4652,7,13,20,0.87,19.6,5.7368
4653,7,13,21,0.86,18.7,5.6846
4654,7,13,22,0.85,19.0,5.702
4655,7,13,23,0.85,18.9,5.696199999999999
4656,7,13,24,0.8,18.5,5.673
4657,7,14,1,0.81,18.5,5.673
4658,7,14,2,0.8,17.7,5.6266
4659,7,14,3,0.77,16.4,5.5512
4660,7,14,4,0.76,16.7,5.5686
4661,7,14,5,0.76,17.2,5.5976
4662,7,14,6,0.79,16.9,5.5802
4663,7,14,7,0.84,16.8,5.5744
4664,7,14,8,0.86,17.2,5.5976
4665,7,14,9,0.87,18.1,5.6498
4666,7,14,10,0.87,18.5,5.673
4667,7,14,11,0.87,20.7,5.800599999999999
4668,7,14,12,0.91,21.5,5.8469999999999995
4669,7,14,13,0.9,21.9,5.8702
4670,7,14,14,0.87,22.6,5.9108
4671,7,14,15,0.87,24.2,6.0036
4672,7,14,16,0.87,24.5,6.021
4673,7,14,17,0.87,24.5,6.021
4674,7,14,18,0.87,24.2,6.0036
4675,7,14,19,0.86,23.7,5.9746
4676,7,14,20,0.85,21.7,5.858599999999999
4677,7,14,21,0.85,21.0,5.818
4678,7,14,22,0.83,19.1,5.7078
4679,7,14,23,0.83,17.5,5.615
4680,7,14,24,0.78,16.2,5.5396
4681,7,15,1,0.8,16.7,5.5686
4682,7,15,2,0.78,15.6,5.5047999999999995
4683,7,15,3,0.76,15.6,5.5047999999999995
4684,7,15,4,0.73,15.3,5.4874
4685,7,15,5,0.71,15.3,5.4874
4686,7,15,6,0.77,20.7,5.800599999999999
4687,7,15,7,0.8,22.2,5.8876
4688,7,15,8,0.84,22.2,5.8876
4689,7,15,9,0.87,23.9,5.9862
4690,7,15,10,0.92,24.9,6.0442
4691,7,15,11,0.93,26.1,6.1137999999999995
4692,7,15,12,0.97,26.7,6.1486
4693,7,15,13,0.94,28.0,6.224
4694,7,15,14,0.93,26.2,6.1196
4695,7,15,15,0.92,25.4,6.0732
4696,7,15,16,0.91,25.9,6.1022
4697,7,15,17,0.91,25.7,6.090599999999999
4698,7,15,18,0.91,17.7,5.6266
4699,7,15,19,0.9,18.8,5.6903999999999995
4700,7,15,20,0.88,19.0,5.702
4701,7,15,21,0.86,18.3,5.6613999999999995
4702,7,15,22,0.86,17.7,5.6266
4703,7,15,23,0.87,17.9,5.638199999999999
4704,7,15,24,0.85,16.5,5.5569999999999995
4705,7,16,1,0.83,16.3,5.5454
4706,7,16,2,0.8,14.6,5.4468
4707,7,16,3,0.77,15.1,5.4758
4708,7,16,4,0.76,15.1,5.4758
4709,7,16,5,0.76,15.1,5.4758
4710,7,16,6,0.79,17.0,5.585999999999999
4711,7,16,7,0.82,18.3,5.6613999999999995
4712,7,16,8,0.85,19.8,5.7484
4713,7,16,9,0.88,21.4,5.8412
4714,7,16,10,0.91,22.0,5.8759999999999994
4715,7,16,11,0.9,23.2,5.9456
4716,7,16,12,0.92,23.3,5.9514
4717,7,16,13,0.91,23.7,5.9746
4718,7,16,14,0.88,25.4,6.0732
4719,7,16,15,0.86,26.0,6.108
4720,7,16,16,0.85,24.8,6.038399999999999
4721,7,16,17,0.85,24.6,6.0268
4722,7,16,18,0.85,24.9,6.0442
4723,7,16,19,0.85,23.9,5.9862
4724,7,16,20,0.85,22.8,5.9224
4725,7,16,21,0.84,21.0,5.818
4726,7,16,22,0.84,19.6,5.7368
4727,7,16,23,0.85,18.5,5.673
4728,7,16,24,0.84,18.1,5.6498
4729,7,17,1,0.83,17.5,5.615
4730,7,17,2,0.81,17.0,5.585999999999999
4731,7,17,3,0.78,16.0,5.528
4732,7,17,4,0.77,15.3,5.4874
4733,7,17,5,0.76,17.9,5.638199999999999
4734,7,17,6,0.77,20.0,5.76
4735,7,17,7,0.78,21.1,5.8238
4736,7,17,8,0.79,22.1,5.8818
4737,7,17,9,0.82,23.1,5.9398
4738,7,17,10,0.84,22.2,5.8876
4739,7,17,11,0.84,20.4,5.7832
4740,7,17,12,0.85,21.7,5.858599999999999
4741,7,17,13,0.84,23.1,5.9398
4742,7,17,14,0.82,23.9,5.9862
4743,7,17,15,0.81,23.5,5.962999999999999
4744,7,17,16,0.8,23.4,5.957199999999999
4745,7,17,17,0.79,23.0,5.933999999999999
4746,7,17,18,0.8,19.2,5.7136
4747,7,17,19,0.81,17.8,5.6324
4748,7,17,20,0.81,18.3,5.6613999999999995
4749,7,17,21,0.8,17.5,5.615
4750,7,17,22,0.8,16.3,5.5454
4751,7,17,23,0.83,16.1,5.533799999999999
4752,7,17,24,0.81,16.3,5.5454
4753,7,18,1,0.8,17.0,5.585999999999999
4754,7,18,2,0.79,14.8,5.458399999999999
4755,7,18,3,0.77,14.8,5.458399999999999
4756,7,18,4,0.75,14.0,5.412
4757,7,18,5,0.72,14.6,5.4468
4758,7,18,6,0.72,15.9,5.5222
4759,7,18,7,0.73,16.1,5.533799999999999
4760,7,18,8,0.75,16.6,5.562799999999999
4761,7,18,9,0.78,17.1,5.5918
4762,7,18,10,0.81,17.4,5.6091999999999995
4763,7,18,11,0.8,17.7,5.6266
4764,7,18,12,0.81,18.8,5.6903999999999995
4765,7,18,13,0.81,20.3,5.7774
4766,7,18,14,0.8,21.1,5.8238
4767,7,18,15,0.8,21.0,5.818
4768,7,18,16,0.79,21.1,5.8238
4769,7,18,17,0.79,20.1,5.7658
4770,7,18,18,0.79,20.1,5.7658
4771,7,18,19,0.82,19.3,5.7194
4772,7,18,20,0.83,18.0,5.644
4773,7,18,21,0.83,16.4,5.5512
4774,7,18,22,0.84,15.2,5.481599999999999
4775,7,18,23,0.87,14.1,5.4178
4776,7,18,24,0.83,12.0,5.295999999999999
4777,7,19,1,0.8,11.1,5.243799999999999
4778,7,19,2,0.78,10.8,5.2264
4779,7,19,3,0.76,10.9,5.2322
4780,7,19,4,0.75,10.9,5.2322
4781,7,19,5,0.74,11.9,5.2902
4782,7,19,6,0.78,14.1,5.4178
4783,7,19,7,0.83,15.8,5.5164
4784,7,19,8,0.84,16.9,5.5802
4785,7,19,9,0.88,18.2,5.6556
4786,7,19,10,0.92,18.9,5.696199999999999
4787,7,19,11,0.93,19.4,5.725199999999999
4788,7,19,12,0.93,20.3,5.7774
4789,7,19,13,0.92,21.5,5.8469999999999995
4790,7,19,14,0.92,20.4,5.7832
4791,7,19,15,0.91,20.8,5.8064
4792,7,19,16,0.9,21.3,5.8354
4793,7,19,17,0.87,21.2,5.829599999999999
4794,7,19,18,0.87,20.4,5.7832
4795,7,19,19,0.87,19.7,5.7425999999999995
4796,7,19,20,0.86,18.9,5.696199999999999
4797,7,19,21,0.83,17.6,5.6208
4798,7,19,22,0.84,17.8,5.6324
4799,7,19,23,0.84,15.9,5.5222
4800,7,19,24,0.8,15.5,5.499
4801,7,20,1,0.79,15.6,5.5047999999999995
4802,7,20,2,0.78,15.7,5.510599999999999
4803,7,20,3,0.73,16.1,5.533799999999999
4804,7,20,4,0.72,16.3,5.5454
4805,7,20,5,0.74,16.3,5.5454
4806,7,20,6,0.75,18.3,5.6613999999999995
4807,7,20,7,0.8,19.2,5.7136
4808,7,20,8,0.83,20.4,5.7832
4809,7,20,9,0.85,20.7,5.800599999999999
4810,7,20,10,0.89,22.7,5.9166
4811,7,20,11,0.9,23.8,5.9803999999999995
4812,7,20,12,0.91,24.0,5.992
4813,7,20,13,0.9,24.4,6.0152
4814,7,20,14,0.9,24.6,6.0268
4815,7,20,15,0.89,24.5,6.021
4816,7,20,16,0.88,25.2,6.061599999999999
4817,7,20,17,0.85,25.2,6.061599999999999
4818,7,20,18,0.86,24.1,5.9978
4819,7,20,19,0.86,24.5,6.021
4820,7,20,20,0.85,22.6,5.9108
4821,7,20,21,0.85,20.9,5.8122
4822,7,20,22,0.83,19.4,5.725199999999999
4823,7,20,23,0.85,18.3,5.6613999999999995
4824,7,20,24,0.8,16.8,5.5744
4825,7,21,1,0.79,17.3,5.6034
4826,7,21,2,0.77,17.2,5.5976
4827,7,21,3,0.75,16.5,5.5569999999999995
4828,7,21,4,0.74,16.3,5.5454
4829,7,21,5,0.74,17.1,5.5918
4830,7,21,6,0.74,19.0,5.702
4831,7,21,7,0.8,20.0,5.76
4832,7,21,8,0.83,21.4,5.8412
4833,7,21,9,0.84,23.1,5.9398
4834,7,21,10,0.85,23.9,5.9862
4835,7,21,11,0.86,24.7,6.0325999999999995
4836,7,21,12,0.86,24.8,6.038399999999999
4837,7,21,13,0.85,25.2,6.061599999999999
4838,7,21,14,0.85,25.6,6.0847999999999995
4839,7,21,15,0.85,26.8,6.1544
4840,7,21,16,0.84,26.5,6.137
4841,7,21,17,0.83,25.5,6.079
4842,7,21,18,0.84,24.9,6.0442
4843,7,21,19,0.84,24.4,6.0152
4844,7,21,20,0.83,22.9,5.9281999999999995
4845,7,21,21,0.83,21.5,5.8469999999999995
4846,7,21,22,0.82,19.7,5.7425999999999995
4847,7,21,23,0.84,19.8,5.7484
4848,7,21,24,0.8,19.1,5.7078
4849,7,22,1,0.78,17.1,5.5918
4850,7,22,2,0.75,17.6,5.6208
4851,7,22,3,0.71,17.0,5.585999999999999
4852,7,22,4,0.69,16.9,5.5802
4853,7,22,5,0.69,17.8,5.6324
4854,7,22,6,0.74,19.6,5.7368
4855,7,22,7,0.79,20.4,5.7832
4856,7,22,8,0.81,22.0,5.8759999999999994
4857,7,22,9,0.82,21.8,5.8644
4858,7,22,10,0.83,20.7,5.800599999999999
4859,7,22,11,0.83,19.6,5.7368
4860,7,22,12,0.83,19.9,5.754199999999999
4861,7,22,13,0.83,22.7,5.9166
4862,7,22,14,0.83,22.5,5.904999999999999
4863,7,22,15,0.83,22.7,5.9166
4864,7,22,16,0.83,24.1,5.9978
4865,7,22,17,0.82,23.1,5.9398
4866,7,22,18,0.82,22.3,5.8934
4867,7,22,19,0.82,21.2,5.829599999999999
4868,7,22,20,0.82,20.0,5.76
4869,7,22,21,0.82,19.6,5.7368
4870,7,22,22,0.82,18.9,5.696199999999999
4871,7,22,23,0.82,15.9,5.5222
4872,7,22,24,0.79,17.1,5.5918
4873,7,23,1,0.79,14.6,5.4468
4874,7,23,2,0.74,16.6,5.562799999999999
4875,7,23,3,0.71,14.9,5.4642
4876,7,23,4,0.69,15.4,5.4932
4877,7,23,5,0.71,16.1,5.533799999999999
4878,7,23,6,0.74,16.1,5.533799999999999
4879,7,23,7,0.8,15.9,5.5222
4880,7,23,8,0.81,15.6,5.5047999999999995
4881,7,23,9,0.82,16.3,5.5454
4882,7,23,10,0.83,16.9,5.5802
4883,7,23,11,0.83,16.9,5.5802
4884,7,23,12,0.84,16.5,5.5569999999999995
4885,7,23,13,0.83,17.0,5.585999999999999
4886,7,23,14,0.83,17.0,5.585999999999999
4887,7,23,15,0.83,16.8,5.5744
4888,7,23,16,0.82,17.1,5.5918
4889,7,23,17,0.82,17.6,5.6208
4890,7,23,18,0.82,17.1,5.5918
4891,7,23,19,0.82,16.9,5.5802
4892,7,23,20,0.81,16.2,5.5396
4893,7,23,21,0.8,15.7,5.510599999999999
4894,7,23,22,0.8,15.3,5.4874
4895,7,23,23,0.82,14.1,5.4178
4896,7,23,24,0.8,12.0,5.295999999999999
4897,7,24,1,0.81,10.6,5.214799999999999
4898,7,24,2,0.78,12.3,5.3134
4899,7,24,3,0.75,12.1,5.3018
4900,7,24,4,0.74,11.8,5.2844
4901,7,24,5,0.7,12.5,5.324999999999999
4902,7,24,6,0.7,12.8,5.3424
4903,7,24,7,0.7,13.2,5.3656
4904,7,24,8,0.78,13.8,5.400399999999999
4905,7,24,9,0.79,15.6,5.5047999999999995
4906,7,24,10,0.79,16.0,5.528
4907,7,24,11,0.81,16.9,5.5802
4908,7,24,12,0.81,17.3,5.6034
4909,7,24,13,0.81,17.5,5.615
4910,7,24,14,0.76,18.3,5.6613999999999995
4911,7,24,15,0.74,16.7,5.5686
4912,7,24,16,0.72,14.9,5.4642
4913,7,24,17,0.72,13.4,5.3772
4914,7,24,18,0.74,12.6,5.3308
4915,7,24,19,0.77,12.2,5.3076
4916,7,24,20,0.78,11.7,5.2786
4917,7,24,21,0.77,10.9,5.2322
4918,7,24,22,0.76,10.4,5.2032
4919,7,24,23,0.79,10.2,5.191599999999999
4920,7,24,24,0.75,10.4,5.2032
4921,7,25,1,0.78,10.6,5.214799999999999
4922,7,25,2,0.76,10.8,5.2264
4923,7,25,3,0.74,10.9,5.2322
4924,7,25,4,0.72,11.2,5.249599999999999
4925,7,25,5,0.7,11.1,5.243799999999999
4926,7,25,6,0.66,11.7,5.2786
4927,7,25,7,0.62,12.1,5.3018
4928,7,25,8,0.69,12.5,5.324999999999999
4929,7,25,9,0.69,12.6,5.3308
4930,7,25,10,0.7,12.7,5.3366
4931,7,25,11,0.74,13.2,5.3656
4932,7,25,12,0.75,13.6,5.3888
4933,7,25,13,0.75,14.2,5.4235999999999995
4934,7,25,14,0.75,14.7,5.4525999999999994
4935,7,25,15,0.75,15.7,5.510599999999999
4936,7,25,16,0.75,16.5,5.5569999999999995
4937,7,25,17,0.76,17.2,5.5976
4938,7,25,18,0.77,17.5,5.615
4939,7,25,19,0.75,16.7,5.5686
4940,7,25,20,0.77,16.2,5.5396
4941,7,25,21,0.77,15.9,5.5222
4942,7,25,22,0.78,15.9,5.5222
4943,7,25,23,0.81,15.8,5.5164
