Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
9,29,2,6506,7.7, 8    , 2.30    , 2    ,5.8,6, 4.40    , 4    
9,29,3,6507,8.2, 8    , 2.10    , 2    ,6,6, 3.70    , 4    
9,29,4,6508,8.3, 8    , 1.30    , 1    ,4.9,5, 4.00    , 4    
9,29,5,6509,8.5, 9    , 1.40    , 1    ,3.6,4, 4.60    , 5    
9,29,6,6510,8.6, 9    , 1.20    , 1    ,2.2,2, 4.90    , 5    
9,29,7,6511,9, 9    , 0.90    , 1    ,1.2,1, 4.90    , 5    
9,29,8,6512,10.1, 10    , 1.60    , 2    ,6.3,6, 5.80    , 6    
9,29,9,6513,11.3, 11    , 3.90    , 4    ,8.1,8, 7.50    , 8    
9,29,10,6514,12.4, 12    , 6.60    , 7    ,8.1,8, 8.40    , 8    
9,29,11,6515,13.4, 13    , 10.80    , 11    ,8.9,9, 9.80    , 10    
9,29,12,6516,14.2, 14    , 13.90    , 14    ,10.6,11, 9.60    , 10    
9,29,13,6517,14.7, 15    , 14.40    , 14    ,11,11, 10.30    , 10    
9,29,14,6518,14.9, 15    , 15.10    , 15    ,11.7,12, 11.30    , 11    
9,29,15,6519,14.9, 15    , 15.70    , 16    ,11.2,11, 11.40    , 11    
9,29,16,6520,14.5, 15    , 15.90    , 16    ,11.4,11, 10.50    , 11    
9,29,17,6521,13.9, 14    , 15.70    , 16    ,10.3,10, 9.70    , 10    
9,29,18,6522,13.2, 13    , 14.40    , 14    ,7.1,7, 7.50    , 8    
9,29,19,6523,12.9, 13    , 11.80    , 12    ,5.7,6, 4.80    , 5    
9,29,20,6524,12.6, 13    , 10.70    , 11    ,3.9,4, 4.00    , 4    
9,29,21,6525,12.3, 12    , 9.70    , 10    ,2.8,3, 3.20    , 3    
9,29,22,6526,12.1, 12    , 8.60    , 9    ,1.8,2, 2.40    , 2    
9,29,23,6527,11.8, 12    , 7.40    , 7    ,0.9,1, 2.30    , 2    
9,29,24,6528,11.5, 12    , 7.80    , 8    ,-0.2,0, 0.60    , 1    
9,30,1,6529,11, 11    , 7.60    , 8    ,-0.6,-1, 0.10    , -      
9,30,2,6530,10.6, 11    , 7.70    , 8    ,-1.1,-1,-0.10    , -      
9,30,3,6531,10.2, 10    , 7.40    , 7    ,-1.3,-1,-0.60    ,-1    
9,30,4,6532,9.9, 10    , 6.30    , 6    ,-1,-1,-1.20    ,-1    
9,30,5,6533,9.7, 10    , 6.60    , 7    ,-0.2,0,-1.10    ,-1    
9,30,6,6534,9.6, 10    , 6.80    , 7    ,-0.4,0,-1.30    ,-1    
9,30,7,6535,9.9, 10    , 7.70    , 8    ,0.2,0,-1.00    ,-1    
9,30,8,6536,11, 11    , 8.60    , 9    ,2,2,-0.20    , -      
9,30,9,6537,12.2, 12    , 9.70    , 10    ,3.4,3, 2.60    , 3    
9,30,10,6538,13.1, 13    , 11.40    , 11    ,5.6,6, 6.60    , 7    
9,30,11,6539,14, 14    , 12.40    , 12    ,6.4,6, 9.60    , 10    
9,30,12,6540,14.7, 15    , 13.70    , 14    ,7.8,8, 9.90    , 10    
9,30,13,6541,15.2, 15    , 15.00    , 15    ,8.7,9, 10.60    , 11    
9,30,14,6542,15.4, 15    , 15.80    , 16    ,9.2,9, 11.00    , 11    
9,30,15,6543,15.4, 15    , 15.80    , 16    ,9.8,10, 10.80    , 11    
9,30,16,6544,14.9, 15    , 16.30    , 16    ,9.6,10, 10.40    , 10    
9,30,17,6545,14.3, 14    , 16.00    , 16    ,9.1,9, 9.30    , 9    
9,30,18,6546,13.6, 14    , 15.40    , 15    ,8.1,8, 8.00    , 8    
9,30,19,6547,12.8, 13    , 13.90    , 14    ,6.2,6, 5.80    , 6    
9,30,20,6548,12, 12    , 12.10    , 12    ,4.3,4, 3.70    , 4    
9,30,21,6549,11.3, 11    , 12.70    , 13    ,4,4, 4.40    , 4    
9,30,22,6550,10.3, 10    , 12.00    , 12    ,4.7,5, 4.00    , 4    
9,30,23,6551,9.1, 9    , 11.40    , 11    ,3.8,4, 5.20    , 5    
9,30,24,6552,7.7, 8    , 11.20    , 11    ,3.6,4, 6.00    , 6    
10,1,1,6553,6.3, 6    , 10.40    , 10    ,2.7,3, 5.60    , 6    
10,1,2,6554,4.9, 5    , 8.50    , 9    ,0.7,1, 5.90    , 6    
10,1,3,6555,3.6, 4    , 8.10    , 8    ,2.7,3, 5.90    , 6    
10,1,4,6556,2.6, 3    , 8.60    , 9    ,1.6,2, 6.30    , 6    
10,1,5,6557,1.6, 2    , 9.60    , 10    ,2.3,2, 5.50    , 6    
10,1,6,6558,0.9, 1    , 10.70    , 11    ,1.6,2, 6.40    , 6    
10,1,7,6559,1.1, 1    , 10.80    , 11    ,1.8,2, 6.50    , 7    
10,1,8,6560,2.9, 3    , 11.00    , 11    ,4.3,4, 6.90    , 7    
10,1,9,6561,4.5, 5    , 11.70    , 12    ,5.4,5, 7.30    , 7    
10,1,10,6562,6.2, 6    , 12.20    , 12    ,6.7,7, 8.20    , 8    
10,1,11,6563,7.5, 8    , 12.80    , 13    ,7.6,8, 9.00    , 9    
10,1,12,6564,8.5, 9    , 13.90    , 14    ,8.4,8, 9.70    , 10    
10,1,13,6565,9.1, 9    , 14.70    , 15    ,9.1,9, 10.60    , 11    
10,1,14,6566,9.4, 9    , 15.50    , 16    ,7.6,8, 9.80    , 10    
10,1,15,6567,9.2, 9    , 15.30    , 15    ,8.2,8, 9.80    , 10    
10,1,16,6568,8.4, 8    , 15.50    , 16    ,8,8, 9.90    , 10    
10,1,17,6569,7.3, 7    , 15.20    , 15    ,7.4,7, 9.60    , 10    
10,1,18,6570,5.9, 6    , 14.70    , 15    ,6,6, 8.90    , 9    
10,1,19,6571,5.1, 5    , 13.40    , 13    ,4.3,4, 8.70    , 9    
10,1,20,6572,4.3, 4    , 13.00    , 13    ,4.6,5, 7.70    , 8    
10,1,21,6573,3.5, 4    , 13.60    , 14    ,0.5,1, 7.70    , 8    
10,1,22,6574,2.7, 3    , 13.30    , 13    ,-0.6,-1, 6.70    , 7    
10,1,23,6575,1.9, 2    , 13.20    , 13    ,-1.6,-2, 6.50    , 7    
10,1,24,6576,1.1, 1    , 13.00    , 13    ,-2.8,-3, 6.80    , 7    
10,2,1,6577,0.9, 1    , 12.50    , 13    ,-3.5,-4, 6.30    , 6    
10,2,2,6578,0.7, 1    , 12.30    , 12    ,-4.1,-4, 6.90    , 7    
10,2,3,6579,0.5, 1    , 12.00    , 12    ,-4.2,-4, 7.00    , 7    
10,2,4,6580,0.5, 1    , 11.60    , 12    ,-4.3,-4, 7.00    , 7    
10,2,5,6581,0.4, -      , 11.40    , 11    ,-4.7,-5, 6.80    , 7    
10,2,6,6582,0.3, -      , 11.20    , 11    ,-4.7,-5, 6.60    , 7    
10,2,7,6583,0.7, 1    , 11.50    , 12    ,-4.6,-5, 7.20    , 7    
10,2,8,6584,2.3, 2    , 11.60    , 12    ,-2.3,-2, 7.70    , 8    
10,2,9,6585,3.9, 4    , 12.30    , 12    ,2.4,2, 8.90    , 9    
10,2,10,6586,5.6, 6    , 13.00    , 13    ,6.4,6, 9.80    , 10    
10,2,11,6587,7.1, 7    , 14.00    , 14    ,9.1,9, 9.60    , 10    
10,2,12,6588,8, 8    , 15.10    , 15    ,9.3,9, 10.30    , 10    
10,2,13,6589,8.6, 9    , 16.00    , 16    ,10.4,10, 11.30    , 11    
10,2,14,6590,8.9, 9    , 17.00    , 17    ,10.9,11, 10.50    , 11    
10,2,15,6591,8.8, 9    , 17.60    , 18    ,10.9,11, 10.70    , 11    
10,2,16,6592,8.2, 8    , 17.70    , 18    ,10.7,11, 10.40    , 10    
10,2,17,6593,7.2, 7    , 16.60    , 17    ,9,9, 9.80    , 10    
10,2,18,6594,6.1, 6    , 15.40    , 15    ,5.3,5, 9.40    , 9    
10,2,19,6595,5.8, 6    , 14.40    , 14    ,3.7,4, 9.20    , 9    
10,2,20,6596,5.4, 5    , 13.60    , 14    ,2.3,2, 9.10    , 9    
10,2,21,6597,5.1, 5    , 13.00    , 13    ,1.1,1, 9.10    , 9    
10,2,22,6598,4.7, 5    , 12.60    , 13    ,0.6,1, 7.70    , 8    
10,2,23,6599,4.3, 4    , 12.10    , 12    ,-0.5,-1, 6.10    , 6    
10,2,24,6600,4, 4    , 11.60    , 12    ,-0.8,-1, 5.80    , 6    
10,3,1,6601,3.5, 4    , 11.10    , 11    ,-1.1,-1, 5.90    , 6    
10,3,2,6602,3.3, 3    , 10.90    , 11    ,-0.5,-1, 5.60    , 6    
10,3,3,6603,3, 3    , 8.50    , 9    ,0.6,1, 6.50    , 7    
10,3,4,6604,2.8, 3    , 7.90    , 8    ,-0.2,0, 6.30    , 6    
10,3,5,6605,2.7, 3    , 7.80    , 8    ,0.1,0, 6.50    , 7    
10,3,6,6606,2.6, 3    , 7.20    , 7    ,-0.5,-1, 6.20    , 6    
10,3,7,6607,2.8, 3    , 6.10    , 6    ,0.7,1, 6.50    , 7    
10,3,8,6608,3.7, 4    , 5.30    , 5    ,1.7,2, 8.00    , 8    
10,3,9,6609,3.9, 4    , 8.00    , 8    ,5.5,6, 10.30    , 10    
10,3,10,6610,4.1, 4    , 10.90    , 11    ,9.6,10, 11.00    , 11    
10,3,11,6611,4.8, 5    , 11.70    , 12    ,10.4,10, 12.30    , 12    
10,3,12,6612,5.5, 6    , 13.20    , 13    ,11.1,11, 13.10    , 13    
10,3,13,6613,5.8, 6    , 14.60    , 15    ,11.5,12, 13.40    , 13    
10,3,14,6614,8.2, 8    , 15.60    , 16    ,11.9,12, 12.70    , 13    
10,3,15,6615,9.7, 10    , 16.30    , 16    ,11.4,11, 12.20    , 12    
10,3,16,6616,10.2, 10    , 15.80    , 16    ,10.5,11, 11.30    , 11    
10,3,17,6617,9.8, 10    , 14.70    , 15    ,9.1,9, 10.70    , 11    
10,3,18,6618,8.9, 9    , 13.60    , 14    ,7.3,7, 9.90    , 10    
10,3,19,6619,8.4, 8    , 12.90    , 13    ,5,5, 9.50    , 10    
10,3,20,6620,7.8, 8    , 10.90    , 11    ,4.1,4, 9.40    , 9    
10,3,21,6621,7.3, 7    , 10.50    , 11    ,2.3,2, 9.00    , 9    
10,3,22,6622,6.8, 7    , 9.90    , 10    ,1.7,2, 8.60    , 9    
10,3,23,6623,6.3, 6    , 8.90    , 9    ,3.4,3, 8.80    , 9    
10,3,24,6624,5.8, 6    , 8.20    , 8    ,1.3,1, 9.00    , 9    
10,4,1,6625,5.2, 5    , 6.80    , 7    ,1.3,1, 8.90    , 9    
10,4,2,6626,4.4, 4    , 7.30    , 7    ,-0.2,0, 9.10    , 9    
10,4,3,6627,3.7, 4    , 6.70    , 7    ,-0.8,-1, 9.20    , 9    
10,4,4,6628,3.3, 3    , 7.80    , 8    ,-0.9,-1, 9.50    , 10    
10,4,5,6629,3, 3    , 8.80    , 9    ,-2.2,-2, 9.10    , 9    
10,4,6,6630,2.7, 3    , 8.30    , 8    ,-1.3,-1, 9.00    , 9    
10,4,7,6631,2.8, 3    , 7.60    , 8    ,0.2,0, 9.10    , 9    
10,4,8,6632,4.5, 5    , 7.30    , 7    ,3.5,4, 9.60    , 10    
10,4,9,6633,6.4, 6    , 8.00    , 8    ,6.6,7, 10.40    , 10    
10,4,10,6634,8.1, 8    , 9.60    , 10    ,9.2,9, 11.30    , 11    
10,4,11,6635,8.9, 9    , 10.40    , 10    ,10.8,11, 13.00    , 13    
10,4,12,6636,9.7, 10    , 11.30    , 11    ,12,12, 13.60    , 14    
10,4,13,6637,10, 10    , 12.00    , 12    ,12.8,13, 13.70    , 14    
10,4,14,6638,10.6, 11    , 13.30    , 13    ,13.1,13, 14.30    , 14    
10,4,15,6639,11.2, 11    , 14.00    , 14    ,13,13, 14.20    , 14    
10,4,16,6640,11.4, 11    , 13.50    , 14    ,12.4,12, 12.90    , 13    
10,4,17,6641,10.5, 11    , 12.60    , 13    ,11.4,11, 11.50    , 12    
10,4,18,6642,9.2, 9    , 11.60    , 12    ,10.1,10, 10.20    , 10    
10,4,19,6643,8.6, 9    , 11.20    , 11    ,9,9, 9.70    , 10    
10,4,20,6644,8.1, 8    , 9.90    , 10    ,8.2,8, 9.50    , 10    
10,4,21,6645,7.5, 8    , 7.10    , 7    ,7.4,7, 9.30    , 9    
10,4,22,6646,7, 7    , 7.50    , 8    ,7.2,7, 9.00    , 9    
10,4,23,6647,6.4, 6    , 7.00    , 7    ,7,7, 9.10    , 9    
10,4,24,6648,5.9, 6    , 6.70    , 7    ,6.9,7, 9.00    , 9    
10,5,1,6649,5.6, 6    , 5.50    , 6    ,7.4,7, 8.90    , 9    
10,5,2,6650,5.3, 5    , 6.10    , 6    ,7.6,8, 8.60    , 9    
10,5,3,6651,4.9, 5    , 6.90    , 7    ,7.4,7, 8.20    , 8    
10,5,4,6652,4.8, 5    , 7.30    , 7    ,7.2,7, 7.60    , 8    
10,5,5,6653,4.6, 5    , 7.10    , 7    ,6.7,7, 6.70    , 7    
10,5,6,6654,4.5, 5    , 7.10    , 7    ,7.1,7, 6.70    , 7    
10,5,7,6655,4.8, 5    , 6.50    , 7    ,8,8, 6.80    , 7    
10,5,8,6656,6.6, 7    , 6.10    , 6    ,8.5,9, 8.30    , 8    
10,5,9,6657,7.8, 8    , 7.50    , 8    ,9.4,9, 9.90    , 10    
10,5,10,6658,9.1, 9    , 9.20    , 9    ,10.2,10, 10.60    , 11    
10,5,11,6659,9.9, 10    , 10.20    , 10    ,11.4,11, 11.60    , 12    
10,5,12,6660,10.5, 11    , 11.10    , 11    ,11.9,12, 12.30    , 12    
10,5,13,6661,11, 11    , 11.90    , 12    ,12.4,12, 11.70    , 12    
10,5,14,6662,11.6, 12    , 12.70    , 13    ,12.9,13, 12.70    , 13    
10,5,15,6663,12, 12    , 13.60    , 14    ,13,13, 11.60    , 12    
10,5,16,6664,12.2, 12    , 12.70    , 13    ,12.6,13, 10.20    , 10    
10,5,17,6665,11.6, 12    , 12.20    , 12    ,12.4,12, 9.40    , 9    
10,5,18,6666,10.5, 11    , 11.10    , 11    ,12.7,13, 9.30    , 9    
10,5,19,6667,10, 10    , 10.20    , 10    ,13.1,13, 9.20    , 9    
10,5,20,6668,9.4, 9    , 8.70    , 9    ,13.5,14, 9.30    , 9    
10,5,21,6669,8.9, 9    , 6.90    , 7    ,13.4,13, 8.50    , 9    
10,5,22,6670,8.3, 8    , 6.60    , 7    ,12.6,13, 7.80    , 8    
10,5,23,6671,7.8, 8    , 7.10    , 7    ,12.4,12, 7.30    , 7    
10,5,24,6672,7.3, 7    , 6.20    , 6    ,11.7,12, 6.70    , 7    
10,6,1,6673,6.8, 7    , 5.40    , 5    ,11.8,12, 7.00    , 7    
10,6,2,6674,6.3, 6    , 4.90    , 5    ,11.8,12, 7.50    , 8    
10,6,3,6675,5.9, 6    , 4.00    , 4    ,11.9,12, 6.90    , 7    
10,6,4,6676,5.6, 6    , 3.10    , 3    ,11.7,12, 6.80    , 7    
10,6,5,6677,5.3, 5    , 3.60    , 4    ,11.7,12, 7.10    , 7    
10,6,6,6678,5.2, 5    , 3.70    , 4    ,11.5,12, 7.40    , 7    
10,6,7,6679,5.5, 6    , 3.40    , 3    ,11.2,11, 8.10    , 8    
10,6,8,6680,7.7, 8    , 3.50    , 4    ,11.3,11, 8.60    , 9    
10,6,9,6681,9.7, 10    , 5.30    , 5    ,11.1,11, 9.00    , 9    
10,6,10,6682,11, 11    , 7.10    , 7    ,12.2,12, 9.70    , 10    
10,6,11,6683,12.2, 12    , 7.60    , 8    ,13.5,14, 10.30    , 10    
10,6,12,6684,10.7, 11    , 9.20    , 9    ,14.5,15, 10.90    , 11    
10,6,13,6685,10.9, 11    , 10.60    , 11    ,14.7,15, 11.50    , 12    
10,6,14,6686,11.6, 12    , 10.30    , 10    ,14.4,14, 11.40    , 11    
10,6,15,6687,11.8, 12    , 9.90    , 10    ,14.5,15, 10.60    , 11    
10,6,16,6688,10.9, 11    , 9.70    , 10    ,13.9,14,, 11    
10,6,17,6689,10.1, 10    , 9.10    , 9    ,13.5,14,, 10    
10,6,18,6690,9.2, 9    , 7.90    , 8    ,13.1,13,, 10    
10,6,19,6691,8.9, 9    , 6.90    , 7    ,11.9,12, 9.60    , 10    
10,6,20,6692,8.6, 9    , 6.20    , 6    ,12.3,12, 9.30    , 9    
10,6,21,6693,8.4, 8    , 5.70    , 6    ,12.6,13, 9.60    , 10    
10,6,22,6694,8.1, 8    , 6.00    , 6    ,12.8,13, 9.60    , 10    
10,6,23,6695,7.8, 8    , 5.60    , 6    ,12.6,13, 9.90    , 10    
10,6,24,6696,7.5, 8    , 4.80    , 5    ,13.1,13, 10.00    , 10    
10,7,1,6697,7.3, 7    , 3.80    , 4    ,13.4,13, 10.30    , 10    
10,7,2,6698,7.2, 7    , 3.90    , 4    ,13.4,13, 10.40    , 10    
10,7,3,6699,6.7, 7    , 4.40    , 4    ,13.4,13, 10.50    , 11    
10,7,4,6700,7, 7    , 5.00    , 5    ,13.5,14, 9.80    , 10    
10,7,5,6701,7.2, 7    , 3.60    , 4    ,13.5,14, 9.50    , 10    
10,7,6,6702,7.2, 7    , 5.40    , 5    ,13.4,13, 9.40    , 9    
10,7,7,6703,7.4, 7    , 5.00    , 5    ,13.4,13, 9.50    , 10    
10,7,8,6704,7.9, 8    , 5.10    , 5    ,13.6,14, 9.30    , 9    
10,7,9,6705,8.3, 8    , 6.60    , 7    ,13.8,14, 9.50    , 10    
10,7,10,6706,8.6, 9    , 7.50    , 8    ,14.3,14,, 10    
10,7,11,6707,8.8, 9    , 7.90    , 8    ,14.4,14, 9.80    , 10    
10,7,12,6708,9.1, 9    , 8.60    , 9    ,14.7,15, 9.90    , 10    
10,7,13,6709,9.3, 9    , 8.80    , 9    ,15.1,15, 10.30    , 10    
10,7,14,6710,11.4, 11    , 8.30    , 8    ,15,15, 10.30    , 10    
10,7,15,6711,12.7, 13    , 8.40    , 8    ,15.1,15, 10.20    , 10    
10,7,16,6712,13.1, 13    , 8.50    , 9    ,15.8,16,, 10    
10,7,17,6713,12.9, 13    , 7.80    , 8    ,14.8,15, 10.40    , 10    
10,7,18,6714,12.2, 12    , 7.20    , 7    ,14.5,15, 10.00    , 10    
10,7,19,6715,11.6, 12    , 6.80    , 7    ,14.4,14, 10.20    , 10    
10,7,20,6716,10.9, 11    , 6.20    , 6    ,14.6,15, 9.70    , 10    
10,7,21,6717,10.2, 10    , 5.70    , 6    ,14.5,15, 9.50    , 10    
10,7,22,6718,9.6, 10    , 6.10    , 6    ,14.8,15,, 9    
10,7,23,6719,8.9, 9    , 6.20    , 6    ,15.3,15, 9.20    , 9    
10,7,24,6720,8.2, 8    , 5.60    , 6    ,15.4,15, 8.80    , 9    
10,8,1,6721,7, 7    , 3.80    , 4    ,15,15,, 9    
10,8,2,6722,5.7, 6    , 3.50    , 4    ,14.6,15, 8.50    , 9    
10,8,3,6723,4.3, 4    , 4.20    , 4    ,14.3,14, 8.70    , 9    
10,8,4,6724,3.6, 4    , 5.20    , 5    ,14.8,15,, 9    
10,8,5,6725,2.9, 3    , 5.70    , 6    ,14.8,15, 8.60    , 9    
10,8,6,6726,2.4, 2    , 5.80    , 6    ,14.5,15, 8.70    , 9    
10,8,7,6727,2.5, 3    , 6.10    , 6    ,14.1,14, 8.80    , 9    
10,8,8,6728,4.6, 5    , 6.30    , 6    ,14.6,15, 8.70    , 9    
10,8,9,6729,6.5, 7    , 6.80    , 7    ,15.5,16, 9.00    , 9    
10,8,10,6730,8.4, 8    , 7.30    , 7    ,16.2,16,, 9    
10,8,11,6731,10.2, 10    , 7.90    , 8    ,16.3,16, 10.30    , 10    
10,8,12,6732,11.9, 12    , 8.30    , 8    ,16.5,17, 10.80    , 11    
10,8,13,6733,13.3, 13    , 8.70    , 9    ,16.7,17, 11.50    , 12    
10,8,14,6734,13.8, 14    , 8.90    , 9    ,15.9,16, 11.10    , 11    
10,8,15,6735,13.6, 14    , 8.60    , 9    ,15.7,16, 11.00    , 11    
10,8,16,6736,12.7, 13    , 9.00    , 9    ,15.7,16,, 11    
10,8,17,6737,11.3, 11    , 8.30    , 8    ,14.9,15, 10.30    , 10    
10,8,18,6738,9.7, 10    , 7.50    , 8    ,14.4,14, 9.70    , 10    
10,8,19,6739,8.9, 9    , 7.10    , 7    ,13.3,13, 9.80    , 10    
10,8,20,6740,8.1, 8    , 6.90    , 7    ,13.2,13, 9.20    , 9    
10,8,21,6741,7.3, 7    , 6.30    , 6    ,12.8,13, 8.70    , 9    
10,8,22,6742,6.5, 7    , 6.10    , 6    ,12.3,12,, 8    
10,8,23,6743,5.7, 6    , 5.50    , 6    ,11.7,12, 8.00    , 8    
10,8,24,6744,4.9, 5    , 5.20    , 5    ,11.6,12, 7.50    , 8    
10,9,1,6745,4.5, 5    , 5.10    , 5    ,11.4,11,, 6    
10,9,2,6746,4.1, 4    , 5.50    , 6    ,11.9,12, 4.80    , 5    
10,9,3,6747,3.7, 4    , 4.70    , 5    ,12.2,12, 3.10    , 3    
10,9,4,6748,3.6, 4    , 4.70    , 5    ,12.8,13,, 4    
10,9,5,6749,3.5, 4    , 3.00    , 3    ,12.8,13, 5.00    , 5    
10,9,6,6750,3.4, 3    , 2.90    , 3    ,12.7,13, 5.50    , 6    
10,9,7,6751,3.7, 4    , 4.70    , 5    ,12.9,13, 5.60    , 6    
10,9,8,6752,6, 6    , 4.40    , 4    ,12.7,13, 6.20    , 6    
10,9,9,6753,8.4, 8    , 4.80    , 5    ,13.3,13, 6.60    , 7    
10,9,10,6754,10.8, 11    , 6.10    , 6    ,13.9,14,, 7    
10,9,11,6755,12.8, 13    , 7.40    , 7    ,14.5,15, 7.70    , 8    
10,9,12,6756,14.4, 14    , 7.60    , 8    ,13.7,14, 8.10    , 8    
10,9,13,6757,15.5, 16    , 8.10    , 8    ,14.2,14, 10.20    , 10    
10,9,14,6758,15.1, 15    , 8.60    , 9    ,14.4,14, 10.10    , 10    
10,9,15,6759,15.1, 15    , 6.80    , 7    ,14.1,14, 10.60    , 11    
10,9,16,6760,15.6, 16    , 7.80    , 8    ,13.4,13,, 10    
10,9,17,6761,14.2, 14    , 7.80    , 8    ,12.6,13, 8.50    , 9    
10,9,18,6762,12.8, 13    , 7.60    , 8    ,12.3,12, 5.60    , 6    
10,9,19,6763,12.4, 12    , 6.90    , 7    ,11.8,12, 4.00    , 4    
10,9,20,6764,12, 12    , 6.40    , 6    ,11.3,11, 3.70    , 4    
10,9,21,6765,11.6, 12    , 5.70    , 6    ,11.1,11, 3.00    , 3    
10,9,22,6766,11.2, 11    , 5.20    , 5    ,11.2,11,, 2    
10,9,23,6767,10.9, 11    , 4.60    , 5    ,10.6,11, 1.50    , 2    
10,9,24,6768,10.5, 11    , 4.60    , 5    ,10,10, 0.90    , 1    
10,10,1,6769,9.7, 10    , 3.20    , 3    ,10.2,10,, 2    
10,10,2,6770,9, 9    , 2.80    , 3    ,10.4,10, 2.70    , 3    
10,10,3,6771,8.3, 8    , 3.20    , 3    ,10.6,11, 5.00    , 5    
10,10,4,6772,8, 8    , 1.30    , 1    ,10.2,10,, 6    
10,10,5,6773,7.7, 8    , 1.90    , 2    ,10,10, 6.40    , 6    
10,10,6,6774,7.5, 8    , 1.50    , 2    ,10.1,10, 5.70    , 6    
10,10,7,6775,7.6, 8    , 1.80    , 2    ,9.4,9, 5.90    , 6    
10,10,8,6776,8.9, 9    , 2.20    , 2    ,9.6,10, 6.60    , 7    
10,10,9,6777,10.6, 11    , 3.30    , 3    ,10.5,11, 7.40    , 7    
10,10,10,6778,12.1, 12    , 4.00    , 4    ,11.3,11,, 8    
10,10,11,6779,13.7, 14    , 5.80    , 6    ,12.2,12, 8.40    , 8    
10,10,12,6780,15, 15    , 7.50    , 8    ,12.1,12, 9.30    , 9    
10,10,13,6781,15.8, 16    , 8.30    , 8    ,12.2,12, 10.00    , 10    
10,10,14,6782,15.1, 15    , 8.50    , 9    ,12.5,13, 10.30    , 10    
10,10,15,6783,16, 16    , 8.60    , 9    ,10.3,10, 10.20    , 10    
10,10,16,6784,15.3, 15    , 8.40    , 8    ,8.9,9,, 9    
10,10,17,6785,14.4, 14    , 8.20    , 8    ,8.6,9, 7.20    , 7    
10,10,18,6786,13.5, 14    , 7.30    , 7    ,8.4,8, 5.50    , 6    
10,10,19,6787,13.4, 13    , 6.50    , 7    ,8.3,8, 5.10    , 5    
10,10,20,6788,13.2, 13    , 6.00    , 6    ,8,8, 4.50    , 5    
10,10,21,6789,13, 13    , 5.90    , 6    ,7.8,8, 2.00    , 2    
10,10,22,6790,12.8, 13    , 5.60    , 6    ,7.7,8,, 1    
10,10,23,6791,12.7, 13    , 5.50    , 6    ,7.7,8, 0.90    , 1    
10,10,24,6792,12.5, 13    , 5.30    , 5    ,7.5,8, 1.30    , 1    
10,11,1,6793,12, 12    , 5.20    , 5    ,7.3,7,, 1    
10,11,2,6794,11.4, 11    , 5.30    , 5    ,7.3,7, 1.20    , 1    
10,11,3,6795,10.9, 11    , 5.10    , 5    ,7.1,7,-0.20    , -      
10,11,4,6796,10.7, 11    , 5.00    , 5    ,6.9,7,,-1    
10,11,5,6797,10.4, 10    , 4.80    , 5    ,7,7,-1.10    ,-1    
10,11,6,6798,10.3, 10    , 4.90    , 5    ,6.8,7,-2.10    ,-2    
10,11,7,6799,10.4, 10    , 4.70    , 5    ,6.5,7,-0.30    , -      
10,11,8,6800,11.1, 11    , 4.50    , 5    ,6.8,7, 0.20    , -      
10,11,9,6801,11.9, 12    , 5.60    , 6    ,7,7, 3.00    , 3    
10,11,10,6802,12.6, 13    , 6.90    , 7    ,8,8,, 4    
10,11,11,6803,13.7, 14    , 8.30    , 8    ,8.7,9, 6.40    , 6    
10,11,12,6804,14.5, 15    , 9.60    , 10    ,9.8,10, 7.20    , 7    
10,11,13,6805,14.9, 15    , 9.20    , 9    ,10.3,10, 8.40    , 8    
10,11,14,6806,15.5, 16    , 9.20    , 9    ,11,11, 8.20    , 8    
10,11,15,6807,15.6, 16    , 9.70    , 10    ,10.8,11, 8.20    , 8    
10,11,16,6808,15.4, 15    , 9.40    , 9    ,10.1,10,, 7    
10,11,17,6809,14.8, 15    , 9.90    , 10    ,7.9,8, 6.70    , 7    
10,11,18,6810,14.3, 14    , 8.60    , 9    ,5.1,5, 3.70    , 4    
10,11,19,6811,13.8, 14    , 7.50    , 8    ,5.1,5, 3.30    , 3    
10,11,20,6812,13.3, 13    , 6.80    , 7    ,3.8,4, 3.40    , 3    
10,11,21,6813,12.7, 13    , 5.10    , 5    ,3.2,3, 3.80    , 4    
10,11,22,6814,12.2, 12    , 4.20    , 4    ,2.6,3,, 3    
10,11,23,6815,11.7, 12    , 1.90    , 2    ,2.3,2, 2.30    , 2    
10,11,24,6816,11.2, 11    , 1.10    , 1    ,1.4,1, 3.30    , 3    
10,12,1,6817,10.5, 11    , 1.40    , 1    ,1.2,1,, 3    
10,12,2,6818,9.8, 10    , 0.40    , -      ,-0.1,0, 2.80    , 3    
10,12,3,6819,9.2, 9    ,-0.20    , -      ,-0.2,0, 3.30    , 3    
10,12,4,6820,8.8, 9    , -      , -      ,-0.8,-1,, 3    
10,12,5,6821,8.5, 9    , 0.20    , -      ,-1.1,-1, 3.70    , 4    
10,12,6,6822,8.4, 8    , 1.20    , 1    ,-1.2,-1, 3.50    , 4    
